 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                h2            h3            he3           li6           li7           li8           li9           be7  
    360  1.656939516385E-01  2.682718E-11  1.773600E-08  7.619428E-21  2.541659E-21  1.289817E-09  1.334544E-10  9.471802E-20  2.595585E-24
    361  1.664404283242E-01  2.819909E-11  1.742621E-08  7.004352E-21  2.566354E-21  1.387736E-09  1.557298E-10  9.444309E-20  2.507419E-24
    362  1.671401020014E-01  2.954122E-11  1.712768E-08  6.465419E-21  2.598653E-21  1.484812E-09  1.799097E-10  9.418612E-20  2.423068E-24
    363  1.682228463170E-01  3.172931E-11  1.665025E-08  5.698721E-21  2.662215E-21  1.645738E-09  2.248314E-10  9.378984E-20  2.290129E-24
    364  1.688914277275E-01  3.313744E-11  1.634848E-08  5.264103E-21  2.707452E-21  1.751198E-09  2.578163E-10  9.354597E-20  2.205855E-24
    365  1.695862681704E-01  3.465486E-11  1.602847E-08  4.841956E-21  2.758388E-21  1.866387E-09  2.971858E-10  9.329320E-20  2.117775E-24
    366  1.708796298676E-01  3.758532E-11  1.542334E-08  4.131476E-21  2.858886E-21  2.093990E-09  3.864126E-10  9.282451E-20  1.950222E-24
    367  1.720689125062E-01  4.039853E-11  1.485812E-08  3.559694E-21  2.954474E-21  2.318993E-09  4.910705E-10  9.239562E-20  1.794824E-24
    368  1.730357271347E-01  4.274040E-11  1.439795E-08  3.147689E-21  3.031001E-21  2.511712E-09  5.956146E-10  9.204842E-20  1.667980E-24
    369  1.739185931198E-01  4.491458E-11  1.397876E-08  2.809974E-21  3.098669E-21  2.695241E-09  7.095274E-10  9.173250E-20  1.553029E-24
    370  1.748109107026E-01  4.712082E-11  1.356004E-08  2.503488E-21  3.162909E-21  2.886629E-09  8.453797E-10  9.141431E-20  1.438015E-24
    371  1.757092013639E-01  4.934774E-11  1.314395E-08  2.227875E-21  3.222960E-21  3.085320E-09  1.007086E-09  9.109510E-20  1.324821E-24
    372  1.765567714958E-01  5.142117E-11  1.276056E-08  1.995842E-21  3.273317E-21  3.276246E-09  1.185693E-09  9.079493E-20  1.220460E-24
    373  1.775373762473E-01  5.378951E-11  1.232738E-08  1.758486E-21  3.324290E-21  3.501703E-09  1.429977E-09  9.044889E-20  1.104327E-24
    374  1.784803688374E-01  5.598824E-11  1.192644E-08  1.558845E-21  3.363387E-21  3.719899E-09  1.708051E-09  9.011736E-20  9.973353E-25
    375  1.795112536071E-01  5.830164E-11  1.150471E-08  1.369249E-21  3.395418E-21  3.959939E-09  2.070157E-09  8.975632E-20  8.870220E-25
    376  1.804824008025E-01  6.034519E-11  1.112754E-08  1.214927E-21  3.413150E-21  4.183956E-09  2.474720E-09  8.941753E-20  7.895329E-25
    377  1.815169070317E-01  6.237197E-11  1.074607E-08  1.073195E-21  3.419332E-21  4.419855E-09  2.986601E-09  8.905804E-20  6.934082E-25
    378  1.825428215499E-01  6.418371E-11  1.039102E-08  9.526534E-22  3.411066E-21  4.647387E-09  3.588891E-09  8.870296E-20  6.059204E-25
    379  1.841355644659E-01  6.657724E-11  9.883676E-09  7.984149E-22  3.371124E-21  4.984753E-09  4.750833E-09  8.815451E-20  4.860484E-25
    380  1.856860183354E-01  6.836468E-11  9.438811E-09  6.790796E-22  3.301702E-21  5.288545E-09  6.209351E-09  8.762387E-20  3.875274E-25
    381  1.870847965371E-01  6.948083E-11  9.075764E-09  5.914250E-22  3.214994E-21  5.536525E-09  7.871015E-09  8.714788E-20  3.129560E-25
    382  1.883699545972E-01  7.007424E-11  8.769867E-09  5.237218E-22  3.117142E-21  5.739034E-09  9.751775E-09  8.671284E-20  2.552714E-25
    383  1.895671856375E-01  7.025991E-11  8.504237E-09  4.693016E-22  3.012588E-21  5.904381E-09  1.187436E-08  8.630951E-20  2.098942E-25
    384  1.907324824205E-01  7.009144E-11  8.258908E-09  4.225360E-22  2.899676E-21  6.041067E-09  1.434631E-08  8.591875E-20  1.725068E-25
    385  1.917913284253E-01  6.964805E-11  8.045095E-09  3.843634E-22  2.789156E-21  6.143650E-09  1.699838E-08  8.556521E-20  1.436720E-25
    386  1.928179034582E-01  6.894957E-11  7.840399E-09  3.503760E-22  2.675595E-21  6.221456E-09  2.000089E-08  8.522384E-20  1.197407E-25
    387  1.939781308337E-01  6.785176E-11  7.611011E-09  3.149998E-22  2.541127E-21  6.282730E-09  2.397490E-08  8.483967E-20  9.689028E-26
    388  1.950365569225E-01  6.655942E-11  7.397486E-09  2.849246E-22  2.413521E-21  6.311411E-09  2.822180E-08  8.449071E-20  7.936713E-26
    389  1.963061656501E-01  6.464338E-11  7.132188E-09  2.511432E-22  2.255400E-21  6.308643E-09  3.419702E-08  8.407403E-20  6.191508E-26
    390  1.975160386553E-01  6.245044E-11  6.864861E-09  2.209430E-22  2.100802E-21  6.265501E-09  4.090030E-08  8.367885E-20  4.835281E-26
    391  1.988970783448E-01  5.948509E-11  6.533155E-09  1.884041E-22  1.920142E-21  6.160542E-09  4.988365E-08  8.323005E-20  3.588588E-26
    392  2.001908516564E-01  5.628694E-11  6.194214E-09  1.598699E-22  1.748828E-21  6.006009E-09  5.967934E-08  8.281178E-20  2.667095E-26
    393  2.023233395230E-01  5.019854E-11  5.569027E-09  1.172552E-22  1.466479E-21  5.626103E-09  7.884745E-08  8.212695E-20  1.564151E-26
    394  2.035207364909E-01  4.641668E-11  5.183940E-09  9.608212E-23  1.311011E-21  5.346537E-09  9.119167E-08  8.174491E-20  1.127125E-26
    395  2.047171141817E-01  4.243588E-11  4.776894E-09  7.712262E-23  1.159831E-21  5.021564E-09  1.045264E-07  8.136496E-20  7.937861E-27
    396  2.061861175315E-01  3.741273E-11  4.258452E-09  5.716402E-23  9.834134E-22  4.572834E-09  1.219759E-07  8.090085E-20  4.993805E-27
    397  2.075162532616E-01  3.287169E-11  3.783345E-09  4.234325E-23  8.353018E-22  4.133152E-09  1.384532E-07  8.048289E-20  3.176453E-27
    398  2.088103947538E-01  2.858202E-11  3.327729E-09  3.079293E-23  7.039157E-22  3.688958E-09  1.547571E-07  8.007832E-20  1.984151E-27
    399  2.102374295066E-01  2.413368E-11  2.847557E-09  2.106241E-23  5.754509E-22  3.199175E-09  1.726552E-07  7.963456E-20  1.141670E-27
    400  2.116254943500E-01  2.019792E-11  2.415379E-09  1.418465E-23  4.678708E-22  2.740280E-09  1.896255E-07  7.920527E-20  6.460351E-28
    401  2.137594200207E-01  1.502454E-11  1.835175E-09  7.407799E-24  3.348455E-22  2.096788E-09  2.142377E-07  7.854983E-20  2.544863E-28
    402  2.149968302441E-01  1.253777E-11  1.550588E-09  4.989812E-24  2.742343E-22  1.769090E-09  2.274531E-07  7.817224E-20  1.443911E-28
    403  2.163578604848E-01  1.021088E-11  1.280268E-09  3.194047E-24  2.195863E-22  1.449681E-09  2.409781E-07  7.775903E-20  7.576895E-29
    404  2.188327022992E-01  6.983116E-12  8.978643E-10  1.407510E-24  1.472363E-22  9.819696E-10  2.627707E-07  7.701324E-20  2.257194E-29
    405  2.210861741802E-01  4.960195E-12  6.524603E-10  6.721588E-25  1.041289E-22  6.695440E-10  2.796235E-07  7.634039E-20  7.230725E-30
    406  2.231360986547E-01  3.678450E-12  4.939309E-10  3.512088E-25  7.785588E-23  4.631381E-10  2.926885E-07  7.573343E-20  2.522491E-30
    407  2.249661932162E-01  2.863807E-12  3.917069E-10  2.040850E-25  6.166512E-23  3.284024E-10  3.026998E-07  7.519563E-20  1.000000E-30
    408  2.266023391923E-01  2.330693E-12  3.240927E-10  1.303152E-25  5.134562E-23  2.389317E-10  3.104829E-07  7.471806E-20  1.000000E-30
    409  2.291569547831E-01  1.751777E-12  2.500568E-10  7.011875E-26  4.048021E-23  1.425389E-10  3.207375E-07  7.397845E-20  1.000000E-30
    410  2.305971902523E-01  1.520101E-12  2.201424E-10  5.085092E-26  3.628355E-23  1.055632E-10  3.256239E-07  7.356472E-20  1.000000E-30
    411  2.319348711247E-01  1.347615E-12  1.978568E-10  3.885803E-26  3.321746E-23  7.937765E-11  3.296558E-07  7.318251E-20  1.000000E-30
    412  2.335360820165E-01  1.181202E-12  1.763373E-10  2.889204E-26  3.031558E-23  5.599923E-11  3.339096E-07  7.272762E-20  1.000000E-30
    413  2.351317971316E-01  1.046135E-12  1.588314E-10  2.194489E-26  2.796333E-23  3.926410E-11  3.375945E-07  7.227710E-20  1.000000E-30
    414  2.376293164755E-01  8.771578E-13  1.368404E-10  1.477119E-26  2.491916E-23  2.221626E-11  3.423935E-07  7.157757E-20  1.000000E-30
    415  2.399259738388E-01  7.537962E-13  1.205941E-10  1.042424E-26  2.254694E-23  1.297409E-11  3.459279E-07  7.094028E-20  1.000000E-30
    416  2.420046682363E-01  6.576597E-13  1.076653E-10  7.594818E-27  2.049337E-23  7.882816E-12  3.485219E-07  7.036837E-20  1.000000E-30
    417  2.451201276448E-01  5.312575E-13  9.026477E-11  4.751821E-27  1.733565E-23  3.674133E-12  3.515225E-07  6.951982E-20  1.000000E-30
    418  2.467564269033E-01  4.735150E-13  8.193842E-11  3.605675E-27  1.578259E-23  2.445516E-12  3.527465E-07  6.907826E-20  1.000000E-30
    419  2.483354027874E-01  4.213425E-13  7.431312E-11  2.775175E-27  1.425517E-23  1.647963E-12  3.537371E-07  6.865482E-20  1.000000E-30
    420  2.499258654919E-01  3.726772E-13  6.702689E-11  2.110215E-27  1.275962E-23  1.106751E-12  3.545714E-07  6.823093E-20  1.000000E-30
    421  2.515152656983E-01  3.279860E-13  6.016039E-11  1.586737E-27  1.132966E-23  7.444302E-13  3.552640E-07  6.780994E-20  1.000000E-30
    422  2.542060864984E-01  2.608372E-13  4.956419E-11  9.695269E-28  9.096247E-24  3.829754E-13  3.561720E-07  6.710311E-20  1.000000E-30
    423  2.556901221114E-01  2.283789E-13  4.423168E-11  7.160540E-28  7.991204E-24  2.680512E-13  3.565566E-07  6.671645E-20  1.000000E-30
    424  2.570805114381E-01  2.001313E-13  3.949434E-11  5.357791E-28  7.011085E-24  1.934238E-13  3.568553E-07  6.635620E-20  1.000000E-30
    425  2.598984391343E-01  1.494902E-13  3.070350E-11  2.879648E-28  5.242347E-24  1.022120E-13  3.573110E-07  6.563204E-20  1.000000E-30
    426  2.622653138568E-01  1.158091E-13  2.459404E-11  1.650346E-28  4.052097E-24  6.219130E-14  3.575742E-07  6.502990E-20  1.000000E-30
    427  2.644885215151E-01  8.999339E-14  1.976028E-11  9.586975E-29  3.137723E-24  4.031878E-14  3.577502E-07  6.446934E-20  1.000000E-30
    428  2.667229470066E-01  6.879274E-14  1.564319E-11  5.398545E-29  2.388005E-24  2.679829E-14  3.578758E-07  6.391082E-20  1.000000E-30
    429  2.687894382327E-01  5.322498E-14  1.249491E-11  3.092290E-29  1.837817E-24  1.875433E-14  3.579582E-07  6.339859E-20  1.000000E-30
    430  2.709436570286E-01  4.031950E-14  9.810688E-12  1.711328E-29  1.384631E-24  1.315669E-14  3.580192E-07  6.286898E-20  1.000000E-30
    431  2.728595154549E-01  3.118870E-14  7.847889E-12  9.946104E-30  1.065310E-24  9.684985E-15  3.580577E-07  6.240169E-20  1.000000E-30
    432  2.763050324764E-01  1.915034E-14  5.149357E-12  3.733278E-30  6.459050E-25  5.625061E-15  3.581018E-07  6.157003E-20  1.000000E-30
    433  2.797281875476E-01  1.149200E-14  3.306541E-12  1.253585E-30  3.826788E-25  3.267297E-15  3.581255E-07  6.075475E-20  1.000000E-30
    434  2.831107064370E-01  6.760593E-15  2.094040E-12  1.000000E-30  2.223120E-25  1.893722E-15  3.581379E-07  5.995974E-20  1.000000E-30
    435  2.863632962154E-01  3.973944E-15  1.329200E-12  1.000000E-30  1.290581E-25  1.108901E-15  3.581442E-07  5.920509E-20  1.000000E-30
    436  2.894106333807E-01  2.356687E-15  8.564258E-13  1.000000E-30  7.599180E-26  6.634672E-16  3.581474E-07  5.850668E-20  1.000000E-30
    437  2.941185503109E-01  1.014231E-15  4.239986E-13  1.000000E-30  3.136056E-26  2.929774E-16  3.581497E-07  5.744385E-20  1.000000E-30
    438  2.983685787405E-01  4.520999E-16  2.209929E-13  1.000000E-30  1.365077E-26  1.375338E-16  3.581506E-07  5.650098E-20  1.000000E-30
    439  3.021949729112E-01  2.113555E-16  1.220647E-13  1.000000E-30  6.209258E-27  6.901993E-17  3.581509E-07  5.566534E-20  1.000000E-30
    440  3.059150641439E-01  9.760162E-17  6.857518E-14  1.000000E-30  2.770995E-27  3.526119E-17  3.581510E-07  5.486476E-20  1.000000E-30
    441  3.094680949786E-01  4.518034E-17  3.984370E-14  1.000000E-30  1.232152E-27  1.867868E-17  3.581511E-07  5.411089E-20  1.000000E-30
    442  3.127856926026E-01  2.130794E-17  2.435811E-14  1.000000E-30  5.586892E-28  1.045865E-17  3.581511E-07  5.341633E-20  1.000000E-30
    443  3.178598433803E-01  6.466527E-18  1.203093E-14  1.000000E-30  1.494830E-28  4.502881E-18  3.581511E-07  5.237123E-20  1.000000E-30
    444  3.224504526026E-01  2.049565E-18  6.823210E-15  1.000000E-30  4.175067E-29  2.248429E-18  3.581511E-07  5.144334E-20  1.000000E-30
    445  3.266870398371E-01  6.765307E-19  4.355157E-15  1.000000E-30  1.230508E-29  1.272647E-18  3.581511E-07  5.060161E-20  1.000000E-30
    446  3.305577136787E-01  2.363522E-19  3.088739E-15  1.000000E-30  3.971850E-30  8.069317E-19  3.581511E-07  4.984463E-20  1.000000E-30
    447  3.362681054783E-01  4.854011E-20  2.075862E-15  1.000000E-30  1.000000E-30  4.579034E-19  3.581511E-07  4.874848E-20  1.000000E-30
    448  3.414589872690E-01  1.188849E-20  1.592185E-15  1.000000E-30  1.000000E-30  2.999295E-19  3.581511E-07  4.777298E-20  1.000000E-30
    449  3.462773530350E-01  3.880930E-21  1.326540E-15  1.000000E-30  1.000000E-30  2.150802E-19  3.581511E-07  4.688497E-20  1.000000E-30
    450  3.508856189623E-01  1.765283E-21  1.163945E-15  1.000000E-30  1.000000E-30  1.629819E-19  3.581511E-07  4.605112E-20  1.000000E-30
    451  3.552628710565E-01  1.056695E-21  1.059624E-15  1.000000E-30  1.000000E-30  1.287154E-19  3.581511E-07  4.527281E-20  1.000000E-30
    452  3.595141079779E-01  7.359131E-22  9.884662E-16  1.000000E-30  1.000000E-30  1.043087E-19  3.581511E-07  4.452951E-20  1.000000E-30
    453  3.636744849418E-01  5.623973E-22  9.383128E-16  1.000000E-30  1.000000E-30  8.605365E-20  3.581511E-07  4.381390E-20  1.000000E-30
    454  3.676260234901E-01  4.638462E-22  9.032206E-16  1.000000E-30  1.000000E-30  7.232714E-20  3.581511E-07  4.314487E-20  1.000000E-30
    455  3.714655117309E-01  4.120399E-22  8.776004E-16  1.000000E-30  1.000000E-30  6.145911E-20  3.581511E-07  4.250460E-20  1.000000E-30
    456  3.752653942304E-01  3.900130E-22  8.583427E-16  1.000000E-30  1.000000E-30  5.252657E-20  3.581511E-07  4.188029E-20  1.000000E-30
    457  3.809506426681E-01  3.984985E-22  8.376921E-16  1.000000E-30  1.000000E-30  4.172360E-20  3.581511E-07  4.096329E-20  1.000000E-30
    458  3.865190953769E-01  4.445534E-22  8.240859E-16  1.000000E-30  1.000000E-30  3.338724E-20  3.581511E-07  4.008461E-20  1.000000E-30
    459  3.928522091207E-01  5.350519E-22  8.138752E-16  1.000000E-30  1.000000E-30  2.591729E-20  3.581511E-07  3.910814E-20  1.000000E-30
    460  3.991093841216E-01  6.626253E-22  8.073986E-16  1.000000E-30  1.000000E-30  2.014031E-20  3.581511E-07  3.816675E-20  1.000000E-30
    461  4.054183851758E-01  8.320365E-22  8.032150E-16  1.000000E-30  1.000000E-30  1.556252E-20  3.581511E-07  3.724050E-20  1.000000E-30
    462  4.147392755742E-01  1.172415E-21  7.996532E-16  1.000000E-30  1.000000E-30  1.053881E-20  3.581511E-07  3.591304E-20  1.000000E-30
    463  4.232199499949E-01  1.600808E-21  7.979693E-16  1.000000E-30  1.000000E-30  7.312112E-21  3.581511E-07  3.474640E-20  1.000000E-30
    464  4.316976825025E-01  2.178545E-21  7.970793E-16  1.000000E-30  1.000000E-30  5.016037E-21  3.581511E-07  3.361805E-20  1.000000E-30
    465  4.393401554526E-01  2.867289E-21  7.966517E-16  1.000000E-30  1.000000E-30  3.533987E-21  3.581511E-07  3.263230E-20  1.000000E-30
    466  4.465935084243E-01  3.706702E-21  7.964304E-16  1.000000E-30  1.000000E-30  2.510593E-21  3.581511E-07  3.172349E-20  1.000000E-30
    467  4.537106765818E-01  4.750995E-21  7.963137E-16  1.000000E-30  1.000000E-30  1.778488E-21  3.581511E-07  3.085635E-20  1.000000E-30
    468  4.602314649238E-01  5.940914E-21  7.962579E-16  1.000000E-30  1.000000E-30  1.286187E-21  3.581511E-07  3.008270E-20  1.000000E-30
    469  4.709552966107E-01  8.501180E-21  7.962233E-16  1.000000E-30  1.000000E-30  7.418137E-22  3.581511E-07  2.885233E-20  1.000000E-30
    470  4.769745726746E-01  1.033285E-20  7.962205E-16  1.000000E-30  1.000000E-30  5.394948E-22  3.581511E-07  2.818390E-20  1.000000E-30
    471  4.828178172001E-01  1.243331E-20  7.962237E-16  1.000000E-30  1.000000E-30  3.934231E-22  3.581511E-07  2.754985E-20  1.000000E-30
    472  4.927188450138E-01  1.682805E-20  7.962361E-16  1.000000E-30  1.000000E-30  2.270459E-22  3.581511E-07  2.650787E-20  1.000000E-30
    473  5.000000000000E-01  2.082060E-20  7.962479E-16  1.000000E-30  1.000000E-30  1.498101E-22  3.581511E-07  2.576683E-20  1.000000E-30
