 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                pos           vel           temp          den           pres          ener          entr          cs
    360  1.656939516385E-01  0.000000E+00  0.000000E+00  1.907218E+09  2.081240E+04  5.165249E+22  7.115493E+19  6.846465E+09  1.772236E+09
    361  1.664404283242E-01  0.000000E+00  0.000000E+00  1.893034E+09  2.035150E+04  4.990009E+22  7.115645E+19  6.818725E+09  1.760936E+09
    362  1.671401020014E-01  0.000000E+00  0.000000E+00  1.879835E+09  1.992877E+04  4.831148E+22  7.115786E+19  6.792732E+09  1.750398E+09
    363  1.682228463170E-01  0.000000E+00  0.000000E+00  1.859591E+09  1.929184E+04  4.595205E+22  7.116003E+19  6.752524E+09  1.734196E+09
    364  1.688914277275E-01  0.000000E+00  0.000000E+00  1.847200E+09  1.890875E+04  4.455312E+22  7.116136E+19  6.727708E+09  1.724262E+09
    365  1.695862681704E-01  0.000000E+00  0.000000E+00  1.834409E+09  1.851867E+04  4.314457E+22  7.116275E+19  6.701932E+09  1.714001E+09
    366  1.708796298676E-01  0.000000E+00  0.000000E+00  1.810836E+09  1.781389E+04  4.064109E+22  7.116532E+19  6.654002E+09  1.695090E+09
    367  1.720689125062E-01  0.000000E+00  0.000000E+00  1.789428E+09  1.718953E+04  3.846848E+22  7.116769E+19  6.610003E+09  1.677914E+09
    368  1.730357271347E-01  0.000000E+00  0.000000E+00  1.772211E+09  1.669811E+04  3.678866E+22  7.116962E+19  6.574301E+09  1.664087E+09
    369  1.739185931198E-01  0.000000E+00  0.000000E+00  1.756633E+09  1.626165E+04  3.531945E+22  7.117139E+19  6.541758E+09  1.651579E+09
    370  1.748109107026E-01  0.000000E+00  0.000000E+00  1.741028E+09  1.583211E+04  3.389453E+22  7.117320E+19  6.508930E+09  1.639038E+09
    371  1.757092013639E-01  0.000000E+00  0.000000E+00  1.725459E+09  1.541115E+04  3.251844E+22  7.117504E+19  6.475950E+09  1.626508E+09
    372  1.765567714958E-01  0.000000E+00  0.000000E+00  1.710896E+09  1.502423E+04  3.127170E+22  7.117680E+19  6.444896E+09  1.614780E+09
    373  1.775373762473E-01  0.000000E+00  0.000000E+00  1.694201E+09  1.458869E+04  2.988944E+22  7.117890E+19  6.409051E+09  1.601338E+09
    374  1.784803688374E-01  0.000000E+00  0.000000E+00  1.678300E+09  1.418176E+04  2.861866E+22  7.118097E+19  6.374677E+09  1.588548E+09
    375  1.795112536071E-01  0.000000E+00  0.000000E+00  1.661088E+09  1.374988E+04  2.729209E+22  7.118329E+19  6.337228E+09  1.574723E+09
    376  1.804824008025E-01  0.000000E+00  0.000000E+00  1.645034E+09  1.335506E+04  2.609951E+22  7.118549E+19  6.302102E+09  1.561840E+09
    377  1.815169070317E-01  0.000000E+00  0.000000E+00  1.628104E+09  1.294695E+04  2.488727E+22  7.118783E+19  6.264874E+09  1.548266E+09
    378  1.825428215499E-01  0.000000E+00  0.000000E+00  1.611486E+09  1.255455E+04  2.374164E+22  7.119013E+19  6.228169E+09  1.534961E+09
    379  1.841355644659E-01  0.000000E+00  0.000000E+00  1.586023E+09  1.196877E+04  2.206814E+22  7.119366E+19  6.171627E+09  1.514583E+09
    380  1.856860183354E-01  0.000000E+00  0.000000E+00  1.561622E+09  1.142481E+04  2.055451E+22  7.119703E+19  6.117134E+09  1.495108E+09
    381  1.870847965371E-01  0.000000E+00  0.000000E+00  1.539930E+09  1.095530E+04  1.928021E+22  7.120002E+19  6.068466E+09  1.477857E+09
    382  1.883699545972E-01  0.000000E+00  0.000000E+00  1.520266E+09  1.054096E+04  1.818075E+22  7.120271E+19  6.024190E+09  1.462269E+09
    383  1.895671856375E-01  0.000000E+00  0.000000E+00  1.502174E+09  1.016908E+04  1.721430E+22  7.120518E+19  5.983342E+09  1.447971E+09
    384  1.907324824205E-01  0.000000E+00  0.000000E+00  1.484771E+09  9.819725E+03  1.632415E+22  7.120754E+19  5.943970E+09  1.434261E+09
    385  1.917913284253E-01  0.000000E+00  0.000000E+00  1.469132E+09  9.512700E+03  1.555620E+22  7.120965E+19  5.908536E+09  1.421971E+09
    386  1.928179034582E-01  0.000000E+00  0.000000E+00  1.454127E+09  9.224200E+03  1.484706E+22  7.121166E+19  5.874504E+09  1.410218E+09
    387  1.939781308337E-01  0.000000E+00  0.000000E+00  1.437354E+09  8.908658E+03  1.408553E+22  7.121389E+19  5.836436E+09  1.397140E+09
    388  1.950365569225E-01  0.000000E+00  0.000000E+00  1.422221E+09  8.630227E+03  1.342598E+22  7.121589E+19  5.802088E+09  1.385400E+09
    389  1.963061656501E-01  0.000000E+00  0.000000E+00  1.404278E+09  8.307698E+03  1.267666E+22  7.121825E+19  5.761382E+09  1.371546E+09
    390  1.975160386553E-01  0.000000E+00  0.000000E+00  1.387391E+09  8.011567E+03  1.200273E+22  7.122045E+19  5.723113E+09  1.358574E+09
    391  1.988970783448E-01  0.000000E+00  0.000000E+00  1.368362E+09  7.686421E+03  1.127847E+22  7.122292E+19  5.680074E+09  1.344035E+09
    392  2.001908516564E-01  0.000000E+00  0.000000E+00  1.350772E+09  7.393802E+03  1.064088E+22  7.122518E+19  5.640397E+09  1.330665E+09
    393  2.023233395230E-01  0.000000E+00  0.000000E+00  1.322272E+09  6.935599E+03  9.670280E+21  7.122882E+19  5.576401E+09  1.309198E+09
    394  2.035207364909E-01  0.000000E+00  0.000000E+00  1.306534E+09  6.690880E+03  9.166044E+21  7.123082E+19  5.541259E+09  1.297458E+09
    395  2.047171141817E-01  0.000000E+00  0.000000E+00  1.290996E+09  6.454994E+03  8.689439E+21  7.123278E+19  5.506730E+09  1.285941E+09
    396  2.061861175315E-01  0.000000E+00  0.000000E+00  1.272170E+09  6.176699E+03  8.139242E+21  7.123516E+19  5.465148E+09  1.272092E+09
    397  2.075162532616E-01  0.000000E+00  0.000000E+00  1.255360E+09  5.935077E+03  7.672254E+21  7.123728E+19  5.428285E+09  1.259819E+09
    398  2.088103947538E-01  0.000000E+00  0.000000E+00  1.239219E+09  5.709068E+03  7.244614E+21  7.123932E+19  5.393158E+09  1.248144E+09
    399  2.102374295066E-01  0.000000E+00  0.000000E+00  1.221660E+09  5.469814E+03  6.801754E+21  7.124155E+19  5.355286E+09  1.235548E+09
    400  2.116254943500E-01  0.000000E+00  0.000000E+00  1.204820E+09  5.246718E+03  6.398040E+21  7.124368E+19  5.319329E+09  1.223574E+09
    401  2.137594200207E-01  0.000000E+00  0.000000E+00  1.179382E+09  4.921360E+03  5.825474E+21  7.124690E+19  5.265774E+09  1.205697E+09
    402  2.149968302441E-01  0.000000E+00  0.000000E+00  1.164879E+09  4.742017E+03  5.518192E+21  7.124874E+19  5.235691E+09  1.195618E+09
    403  2.163578604848E-01  0.000000E+00  0.000000E+00  1.149132E+09  4.552296E+03  5.199676E+21  7.125074E+19  5.203435E+09  1.184771E+09
    404  2.188327022992E-01  0.000000E+00  0.000000E+00  1.121041E+09  4.226552E+03  4.668824E+21  7.125432E+19  5.147054E+09  1.165719E+09
    405  2.210861741802E-01  0.000000E+00  0.000000E+00  1.096062E+09  3.950264E+03  4.234714E+21  7.125752E+19  5.098316E+09  1.149115E+09
    406  2.231360986547E-01  0.000000E+00  0.000000E+00  1.073822E+09  3.714651E+03  3.876445E+21  7.126037E+19  5.056179E+09  1.134602E+09
    407  2.249661932162E-01  0.000000E+00  0.000000E+00  1.054349E+09  3.516203E+03  3.583383E+21  7.126285E+19  5.020353E+09  1.122096E+09
    408  2.266023391923E-01  0.000000E+00  0.000000E+00  1.037238E+09  3.347780E+03  3.341018E+21  7.126502E+19  4.989763E+09  1.111264E+09
    409  2.291569547831E-01  0.000000E+00  0.000000E+00  1.011076E+09  3.100796E+03  2.996331E+21  7.126831E+19  4.944709E+09  1.094944E+09
    410  2.305971902523E-01  0.000000E+00  0.000000E+00  9.966189E+08  2.969673E+03  2.818599E+21  7.127012E+19  4.920747E+09  1.086013E+09
    411  2.319348711247E-01  0.000000E+00  0.000000E+00  9.833761E+08  2.852858E+03  2.663384E+21  7.127178E+19  4.899390E+09  1.077904E+09
    412  2.335360820165E-01  0.000000E+00  0.000000E+00  9.677556E+08  2.719057E+03  2.489270E+21  7.127373E+19  4.874981E+09  1.068556E+09
    413  2.351317971316E-01  0.000000E+00  0.000000E+00  9.524355E+08  2.591958E+03  2.327555E+21  7.127565E+19  4.851929E+09  1.059560E+09
    414  2.376293164755E-01  0.000000E+00  0.000000E+00  9.289428E+08  2.404851E+03  2.096114E+21  7.127861E+19  4.818411E+09  1.045983E+09
    415  2.399259738388E-01  0.000000E+00  0.000000E+00  9.078513E+08  2.244737E+03  1.904445E+21  7.128128E+19  4.790309E+09  1.033934E+09
    416  2.420046682363E-01  0.000000E+00  0.000000E+00  8.891747E+08  2.109029E+03  1.746713E+21  7.128366E+19  4.767066E+09  1.023355E+09
    417  2.451201276448E-01  0.000000E+00  0.000000E+00  8.618999E+08  1.920842E+03  1.535326E+21  7.128717E+19  4.736011E+09  1.008073E+09
    418  2.467564269033E-01  0.000000E+00  0.000000E+00  8.479114E+08  1.828827E+03  1.435134E+21  7.128898E+19  4.721471E+09  1.000328E+09
    419  2.483354027874E-01  0.000000E+00  0.000000E+00  8.346282E+08  1.744217E+03  1.344878E+21  7.129072E+19  4.708573E+09  9.930410E+08
    420  2.499258654919E-01  0.000000E+00  0.000000E+00  8.214587E+08  1.662947E+03  1.259904E+21  7.129245E+19  4.696694E+09  9.858933E+08
    421  2.515152656983E-01  0.000000E+00  0.000000E+00  8.085057E+08  1.585516E+03  1.180531E+21  7.129416E+19  4.685928E+09  9.789412E+08
    422  2.542060864984E-01  0.000000E+00  0.000000E+00  7.870403E+08  1.462555E+03  1.057735E+21  7.129700E+19  4.670198E+09  9.676741E+08
    423  2.556901221114E-01  0.000000E+00  0.000000E+00  7.754466E+08  1.398869E+03  9.957316E+20  7.129854E+19  4.662867E+09  9.615644E+08
    424  2.570805114381E-01  0.000000E+00  0.000000E+00  7.647395E+08  1.341720E+03  9.410387E+20  7.129998E+19  4.656792E+09  9.557852E+08
    425  2.598984391343E-01  0.000000E+00  0.000000E+00  7.434905E+08  1.232956E+03  8.394691E+20  7.130283E+19  4.646589E+09  9.440419E+08
    426  2.622653138568E-01  0.000000E+00  0.000000E+00  7.260996E+08  1.148444E+03  7.628801E+20  7.130518E+19  4.639980E+09  9.342642E+08
    427  2.644885215151E-01  0.000000E+00  0.000000E+00  7.101350E+08  1.074346E+03  6.974487E+20  7.130735E+19  4.635251E+09  9.252347E+08
    428  2.667229470066E-01  0.000000E+00  0.000000E+00  6.944436E+08  1.004690E+03  6.374419E+20  7.130950E+19  4.631829E+09  9.163051E+08
    429  2.687894382327E-01  0.000000E+00  0.000000E+00  6.802402E+08  9.442960E+02  5.866188E+20  7.131145E+19  4.629747E+09  9.080864E+08
    430  2.709436570286E-01  0.000000E+00  0.000000E+00  6.657431E+08  8.851996E+02  5.379996E+20  7.131346E+19  4.628553E+09  8.994762E+08
    431  2.728595154549E-01  0.000000E+00  0.000000E+00  6.531098E+08  8.357566E+02  4.981902E+20  7.131522E+19  4.628191E+09  8.917212E+08
    432  2.763050324764E-01  0.000000E+00  0.000000E+00  6.309900E+08  7.536830E+02  4.339169E+20  7.131832E+19  4.628683E+09  8.773133E+08
    433  2.797281875476E-01  0.000000E+00  0.000000E+00  6.097558E+08  6.801254E+02  3.783181E+20  7.132132E+19  4.630055E+09  8.630933E+08
    434  2.831107064370E-01  0.000000E+00  0.000000E+00  5.894756E+08  6.144955E+02  3.304043E+20  7.132423E+19  4.632120E+09  8.491629E+08
    435  2.863632962154E-01  0.000000E+00  0.000000E+00  5.706108E+08  5.573670E+02  2.900759E+20  7.132696E+19  4.634586E+09  8.357944E+08
    436  2.894106333807E-01  0.000000E+00  0.000000E+00  5.534847E+08  5.086722E+02  2.567756E+20  7.132946E+19  4.637158E+09  8.233110E+08
    437  2.941185503109E-01  0.000000E+00  0.000000E+00  5.280309E+08  4.416715E+02  2.126892E+20  7.133324E+19  4.641316E+09  8.041699E+08
    438  2.983685787405E-01  0.000000E+00  0.000000E+00  5.060597E+08  3.888002E+02  1.794326E+20  7.133655E+19  4.645147E+09  7.873101E+08
    439  3.021949729112E-01  0.000000E+00  0.000000E+00  4.870616E+08  3.466355E+02  1.539646E+20  7.133945E+19  4.648721E+09  7.724802E+08
    440  3.059150641439E-01  0.000000E+00  0.000000E+00  4.692754E+08  3.100306E+02  1.326749E+20  7.134221E+19  4.652242E+09  7.582830E+08
    441  3.094680949786E-01  0.000000E+00  0.000000E+00  4.528946E+08  2.786844E+02  1.150959E+20  7.134478E+19  4.655632E+09  7.449613E+08
    442  3.127856926026E-01  0.000000E+00  0.000000E+00  4.381159E+08  2.522832E+02  1.007909E+20  7.134714E+19  4.658811E+09  7.327270E+08
    443  3.178598433803E-01  0.000000E+00  0.000000E+00  4.164398E+08  2.166596E+02  8.227452E+19  7.135067E+19  4.663686E+09  7.143922E+08
    444  3.224504526026E-01  0.000000E+00  0.000000E+00  3.977548E+08  1.887851E+02  6.847163E+19  7.135379E+19  4.668105E+09  6.982060E+08
    445  3.266870398371E-01  0.000000E+00  0.000000E+00  3.812556E+08  1.662532E+02  5.779720E+19  7.135661E+19  4.672198E+09  6.835905E+08
    446  3.305577136787E-01  0.000000E+00  0.000000E+00  3.667804E+08  1.480265E+02  4.950628E+19  7.135914E+19  4.675945E+09  6.705043E+08
    447  3.362681054783E-01  0.000000E+00  0.000000E+00  3.464226E+08  1.247211E+02  3.939597E+19  7.136281E+19  4.681484E+09  6.516529E+08
    448  3.414589872690E-01  0.000000E+00  0.000000E+00  3.288989E+08  1.067354E+02  3.200877E+19  7.136607E+19  4.686527E+09  6.349755E+08
    449  3.462773530350E-01  0.000000E+00  0.000000E+00  3.134271E+08  9.237000E+01  2.639722E+19  7.136906E+19  4.691213E+09  6.198762E+08
    450  3.508856189623E-01  0.000000E+00  0.000000E+00  2.993113E+08  8.044344E+01  2.195318E+19  7.137187E+19  4.695700E+09  6.057704E+08
    451  3.552628710565E-01  0.000000E+00  0.000000E+00  2.864923E+08  7.054401E+01  1.842681E+19  7.137451E+19  4.699965E+09  5.926683E+08
    452  3.595141079779E-01  0.000000E+00  0.000000E+00  2.745681E+08  6.209712E+01  1.554506E+19  7.137704E+19  4.704110E+09  5.802141E+08
    453  3.636744849418E-01  0.000000E+00  0.000000E+00  2.633794E+08  5.481086E+01  1.316173E+19  7.137950E+19  4.708167E+09  5.682789E+08
    454  3.676260234901E-01  0.000000E+00  0.000000E+00  2.531748E+08  4.868360E+01  1.123730E+19  7.138182E+19  4.712021E+09  5.571696E+08
    455  3.714655117309E-01  0.000000E+00  0.000000E+00  2.436384E+08  4.338690E+01  9.637342E+18  7.138406E+19  4.715767E+09  5.465830E+08
    456  3.752653942304E-01  0.000000E+00  0.000000E+00  2.345541E+08  3.871244E+01  8.278293E+18  7.138627E+19  4.719474E+09  5.363032E+08
    457  3.809506426681E-01  0.000000E+00  0.000000E+00  2.215911E+08  3.264212E+01  6.594308E+18  7.138955E+19  4.725021E+09  5.212822E+08
    458  3.865190953769E-01  0.000000E+00  0.000000E+00  2.095892E+08  2.762027E+01  5.277483E+18  7.139272E+19  4.730454E+09  5.069768E+08
    459  3.928522091207E-01  0.000000E+00  0.000000E+00  1.967273E+08  2.284099E+01  4.096375E+18  7.139630E+19  4.736633E+09  4.911826E+08
    460  3.991093841216E-01  0.000000E+00  0.000000E+00  1.847949E+08  1.893177E+01  3.189273E+18  7.139981E+19  4.742739E+09  4.760603E+08
    461  4.054183851758E-01  0.000000E+00  0.000000E+00  1.734963E+08  1.566723E+01  2.477898E+18  7.140332E+19  4.748895E+09  4.612833E+08
    462  4.147392755742E-01  0.000000E+00  0.000000E+00  1.580557E+08  1.184546E+01  1.706666E+18  7.140846E+19  4.757994E+09  4.402859E+08
    463  4.232199499949E-01  0.000000E+00  0.000000E+00  1.452042E+08  9.184565E+00  1.215658E+18  7.141309E+19  4.766278E+09  4.220118E+08
    464  4.316976825025E-01  0.000000E+00  0.000000E+00  1.334015E+08  7.122027E+00  8.660144E+17  7.141768E+19  4.774564E+09  4.045012E+08
    465  4.393401554526E-01  0.000000E+00  0.000000E+00  1.235862E+08  5.662798E+00  6.378965E+17  7.142178E+19  4.782035E+09  3.893387E+08
    466  4.465935084243E-01  0.000000E+00  0.000000E+00  1.149394E+08  4.555419E+00  4.772387E+17  7.142564E+19  4.789128E+09  3.754737E+08
    467  4.537106765818E-01  0.000000E+00  0.000000E+00  1.070433E+08  3.679594E+00  3.589939E+17  7.142939E+19  4.796089E+09  3.623486E+08
    468  4.602314649238E-01  0.000000E+00  0.000000E+00  1.002860E+08  3.025810E+00  2.765665E+17  7.143279E+19  4.802468E+09  3.507261E+08
    469  4.709552966107E-01  0.000000E+00  0.000000E+00  9.008804E+07  2.193424E+00  1.800908E+17  7.143831E+19  4.812960E+09  3.324166E+08
    470  4.769745726746E-01  0.000000E+00  0.000000E+00  8.482537E+07  1.831043E+00  1.415524E+17  7.144137E+19  4.818850E+09  3.225612E+08
    471  4.828178172001E-01  0.000000E+00  0.000000E+00  8.001085E+07  1.536625E+00  1.120472E+17  7.144431E+19  4.824568E+09  3.132735E+08
    472  4.927188450138E-01  0.000000E+00  0.000000E+00  7.246850E+07  1.141745E+00  7.540288E+16  7.144923E+19  4.834258E+09  2.981420E+08
    473  5.000000000000E-01  0.000000E+00  0.000000E+00  6.737947E+07  9.177070E-01  5.634957E+16  7.145280E+19  4.841385E+09  2.874825E+08
