 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                p40           p41           p42           p43           p44           p45           p46           s26  
    360  1.656939516385E-01  3.059251E-12  1.919999E-11  2.245343E-12  1.464252E-06  3.923440E-14  4.588839E-14  1.709946E-19  1.000000E-30
    361  1.664404283242E-01  3.043529E-12  1.855963E-11  2.229939E-12  1.594242E-06  4.123191E-14  5.373465E-14  2.006438E-19  1.000000E-30
    362  1.671401020014E-01  3.028148E-12  1.800171E-11  2.216208E-12  1.723446E-06  4.311481E-14  6.223170E-14  2.328503E-19  1.000000E-30
    363  1.682228463170E-01  3.003335E-12  1.721205E-11  2.196196E-12  1.937370E-06  4.602518E-14  7.793672E-14  2.926171E-19  1.000000E-30
    364  1.688914277275E-01  2.986733E-12  1.676266E-11  2.184313E-12  2.077730E-06  4.780353E-14  8.940948E-14  3.364563E-19  1.000000E-30
    365  1.695862681704E-01  2.968373E-12  1.632230E-11  2.172095E-12  2.230032E-06  4.962269E-14  1.030101E-13  3.886016E-19  1.000000E-30
    366  1.708796298676E-01  2.930199E-12  1.556556E-11  2.149598E-12  2.530001E-06  5.289045E-14  1.335452E-13  5.062996E-19  1.000000E-30
    367  1.720689125062E-01  2.889415E-12  1.492639E-11  2.128349E-12  2.822826E-06  5.570186E-14  1.688246E-13  6.432253E-19  1.000000E-30
    368  1.730357271347E-01  2.851064E-12  1.443560E-11  2.110115E-12  3.071121E-06  5.780967E-14  2.035757E-13  7.789647E-19  1.000000E-30
    369  1.739185931198E-01  2.811731E-12  1.400495E-11  2.092628E-12  3.304462E-06  5.956888E-14  2.409206E-13  9.256809E-19  1.000000E-30
    370  1.748109107026E-01  2.766916E-12  1.357988E-11  2.073712E-12  3.545337E-06  6.116586E-14  2.848650E-13  1.099335E-18  1.000000E-30
    371  1.757092013639E-01  2.716432E-12  1.315818E-11  2.053318E-12  3.791464E-06  6.257180E-14  3.364005E-13  1.304228E-18  1.000000E-30
    372  1.765567714958E-01  2.663578E-12  1.276284E-11  2.032772E-12  4.025697E-06  6.370013E-14  3.925355E-13  1.528796E-18  1.000000E-30
    373  1.775373762473E-01  2.595476E-12  1.230215E-11  2.006982E-12  4.297339E-06  6.475257E-14  4.681106E-13  1.833155E-18  1.000000E-30
    374  1.784803688374E-01  2.523348E-12  1.185540E-11  1.980420E-12  4.557451E-06  6.550114E-14  5.528008E-13  2.176745E-18  1.000000E-30
    375  1.795112536071E-01  2.436537E-12  1.135659E-11  1.948847E-12  4.838437E-06  6.601996E-14  6.612981E-13  2.620377E-18  1.000000E-30
    376  1.804824008025E-01  2.348046E-12  1.087815E-11  1.917012E-12  5.098033E-06  6.622507E-14  7.806390E-13  3.112485E-18  1.000000E-30
    377  1.815169070317E-01  2.246829E-12  1.035673E-11  1.880544E-12  5.367142E-06  6.614819E-14  9.293903E-13  3.731286E-18  1.000000E-30
    378  1.825428215499E-01  2.140865E-12  9.831605E-12  1.842255E-12  5.624682E-06  6.578336E-14  1.101901E-12  4.455804E-18  1.000000E-30
    379  1.841355644659E-01  1.967913E-12  9.005120E-12  1.779067E-12  6.002470E-06  6.468624E-14  1.429116E-12  5.847708E-18  1.000000E-30
    380  1.856860183354E-01  1.793855E-12  8.198313E-12  1.714450E-12  6.340747E-06  6.306372E-14  1.832889E-12  7.592523E-18  1.000000E-30
    381  1.870847965371E-01  1.635889E-12  7.479841E-12  1.655066E-12  6.618639E-06  6.120043E-14  2.286693E-12  9.584065E-18  1.000000E-30
    382  1.883699545972E-01  1.492641E-12  6.835637E-12  1.600837E-12  6.850182E-06  5.921313E-14  2.795425E-12  1.184967E-17  1.000000E-30
    383  1.895671856375E-01  1.362470E-12  6.254044E-12  1.551442E-12  7.045224E-06  5.717136E-14  3.366325E-12  1.442783E-17  1.000000E-30
    384  1.907324824205E-01  1.240206E-12  5.709698E-12  1.505232E-12  7.216205E-06  5.504731E-14  4.029725E-12  1.746514E-17  1.000000E-30
    385  1.917913284253E-01  1.133917E-12  5.237183E-12  1.465507E-12  7.355900E-06  5.303030E-14  4.740845E-12  2.076475E-17  1.000000E-30
    386  1.928179034582E-01  1.035636E-12  4.800184E-12  1.429325E-12  7.477685E-06  5.101981E-14  5.550606E-12  2.456959E-17  1.000000E-30
    387  1.939781308337E-01  9.310714E-13  4.334709E-12  1.391879E-12  7.599989E-06  4.870828E-14  6.628848E-12  2.970709E-17  1.000000E-30
    388  1.950365569225E-01  8.418382E-13  3.936532E-12  1.361079E-12  7.698250E-06  4.658467E-14  7.798429E-12  3.535838E-17  1.000000E-30
    389  1.963061656501E-01  7.429944E-13  3.494032E-12  1.328868E-12  7.800663E-06  4.404391E-14  9.476664E-12  4.359415E-17  1.000000E-30
    390  1.975160386553E-01  6.571309E-13  3.107980E-12  1.303209E-12  7.883950E-06  4.165149E-14  1.141598E-11  5.327177E-17  1.000000E-30
    391  1.988970783448E-01  5.687806E-13  2.708622E-12  1.280052E-12  7.963774E-06  3.897870E-14  1.414112E-11  6.711555E-17  1.000000E-30
    392  2.001908516564E-01  4.950954E-13  2.373539E-12  1.264461E-12  8.025539E-06  3.654920E-14  1.729699E-11  8.345641E-17  1.000000E-30
    393  2.023233395230E-01  3.913347E-13  1.897702E-12  1.251502E-12  8.104137E-06  3.273642E-14  2.418551E-11  1.200556E-16  1.000000E-30
    394  2.035207364909E-01  3.418948E-13  1.668950E-12  1.251048E-12  8.137682E-06  3.071241E-14  2.923307E-11  1.475487E-16  1.000000E-30
    395  2.047171141817E-01  2.981177E-13  1.465031E-12  1.255274E-12  8.164917E-06  2.877938E-14  3.540213E-11  1.817769E-16  1.000000E-30
    396  2.061861175315E-01  2.513597E-13  1.245574E-12  1.266675E-12  8.191141E-06  2.653084E-14  4.483495E-11  2.352756E-16  1.000000E-30
    397  2.075162532616E-01  2.149356E-13  1.073214E-12  1.282624E-12  8.209222E-06  2.461442E-14  5.557224E-11  2.976244E-16  1.000000E-30
    398  2.088103947538E-01  1.842189E-13  9.267085E-13  1.302974E-12  8.222629E-06  2.285799E-14  6.857191E-11  3.748334E-16  1.000000E-30
    399  2.102374295066E-01  1.550904E-13  7.866267E-13  1.330627E-12  8.233582E-06  2.104223E-14  8.643941E-11  4.836271E-16  1.000000E-30
    400  2.116254943500E-01  1.309225E-13  6.693927E-13  1.362450E-12  8.241211E-06  1.939411E-14  1.081007E-10  6.191248E-16  1.000000E-30
    401  2.137594200207E-01  1.004995E-13  5.202128E-13  1.420085E-12  8.248690E-06  1.707670E-14  1.516464E-10  9.015999E-16  1.000000E-30
    402  2.149968302441E-01  8.602327E-14  4.484653E-13  1.457975E-12  8.251340E-06  1.584653E-14  1.834646E-10  1.115576E-15  1.000000E-30
    403  2.163578604848E-01  7.234374E-14  3.801085E-13  1.503133E-12  8.253272E-06  1.458397E-14  2.246699E-10  1.401314E-15  1.000000E-30
    404  2.188327022992E-01  5.252190E-14  2.798888E-13  1.593865E-12  8.255085E-06  1.251463E-14  3.160171E-10  2.068276E-15  1.000000E-30
    405  2.210861741802E-01  3.898808E-14  2.104356E-13  1.685224E-12  8.255713E-06  1.086259E-14  4.146817E-10  2.841830E-15  1.000000E-30
    406  2.231360986547E-01  2.957509E-14  1.614779E-13  1.774841E-12  8.255943E-06  9.532962E-15  5.109391E-10  3.657983E-15  1.000000E-30
    407  2.249661932162E-01  2.301315E-14  1.269375E-13  1.859651E-12  8.256059E-06  8.472190E-15  5.955893E-10  4.440589E-15  1.000000E-30
    408  2.266023391923E-01  1.833170E-14  1.020341E-13  1.939065E-12  8.256136E-06  7.615776E-15  6.653179E-10  5.150161E-15  1.000000E-30
    409  2.291569547831E-01  1.277979E-14  7.213380E-14  2.069472E-12  8.256166E-06  6.434917E-15  7.544764E-10  6.207663E-15  1.000000E-30
    410  2.305971902523E-01  1.040347E-14  5.918202E-14  2.146318E-12  8.256069E-06  5.845141E-15  7.912989E-10  6.747254E-15  1.000000E-30
    411  2.319348711247E-01  8.583510E-15  4.918242E-14  2.219790E-12  8.255850E-06  5.341835E-15  8.159784E-10  7.198419E-15  1.000000E-30
    412  2.335360820165E-01  6.811987E-15  3.936803E-14  2.310369E-12  8.255353E-06  4.791306E-15  8.334139E-10  7.666160E-15  1.000000E-30
    413  2.351317971316E-01  5.410418E-15  3.153473E-14  2.403485E-12  8.254520E-06  4.294392E-15  8.382665E-10  8.048564E-15  1.000000E-30
    414  2.376293164755E-01  3.785179E-15  2.235470E-14  2.554973E-12  8.252320E-06  3.609787E-15  8.235130E-10  8.476416E-15  1.000000E-30
    415  2.399259738388E-01  2.750506E-15  1.644058E-14  2.700582E-12  8.249075E-06  3.069098E-15  7.900810E-10  8.692738E-15  1.000000E-30
    416  2.420046682363E-01  2.090473E-15  1.263110E-14  2.837740E-12  8.244914E-06  2.644035E-15  7.473718E-10  8.753884E-15  1.000000E-30
    417  2.451201276448E-01  1.449909E-15  8.902867E-15  3.053268E-12  8.236130E-06  2.105982E-15  6.683970E-10  8.634158E-15  1.000000E-30
    418  2.467564269033E-01  1.234796E-15  7.646096E-15  3.171466E-12  8.230151E-06  1.864980E-15  6.224875E-10  8.482495E-15  1.000000E-30
    419  2.483354027874E-01  1.085873E-15  6.778558E-15  3.288935E-12  8.223419E-06  1.656348E-15  5.767139E-10  8.285709E-15  1.000000E-30
    420  2.499258654919E-01  9.824117E-16  6.182634E-15  3.410767E-12  8.215636E-06  1.467763E-15  5.300402E-10  8.042780E-15  1.000000E-30
    421  2.515152656983E-01  9.166395E-16  5.815298E-15  3.536165E-12  8.206816E-06  1.298926E-15  4.835860E-10  7.760266E-15  1.000000E-30
    422  2.542060864984E-01  8.720111E-16  5.606977E-15  3.757171E-12  8.189426E-06  1.052718E-15  4.071078E-10  7.204987E-15  1.000000E-30
    423  2.556901221114E-01  8.762687E-16  5.675591E-15  3.883971E-12  8.178478E-06  9.358227E-16  3.668320E-10  6.864158E-15  1.000000E-30
    424  2.570805114381E-01  8.957256E-16  5.840877E-15  4.006090E-12  8.167332E-06  8.371230E-16  3.306868E-10  6.526705E-15  1.000000E-30
    425  2.598984391343E-01  9.751252E-16  6.444517E-15  4.263948E-12  8.142078E-06  6.654816E-16  2.629409E-10  5.801335E-15  1.000000E-30
    426  2.622653138568E-01  1.079298E-15  7.212013E-15  4.491913E-12  8.118109E-06  5.467635E-16  2.123927E-10  5.163917E-15  1.000000E-30
    427  2.644885215151E-01  1.205775E-15  8.139411E-15  4.716186E-12  8.093318E-06  4.531634E-16  1.705413E-10  4.555703E-15  1.000000E-30
    428  2.667229470066E-01  1.358506E-15  9.262920E-15  4.952146E-12  8.066219E-06  3.740396E-16  1.340569E-10  3.947801E-15  1.000000E-30
    429  2.687894382327E-01  1.520414E-15  1.046210E-14  5.180359E-12  8.039252E-06  3.123104E-16  1.052125E-10  3.399392E-15  1.000000E-30
    430  2.709436570286E-01  1.708477E-15  1.186707E-14  5.429039E-12  8.009244E-06  2.580022E-16  7.994532E-11  2.852533E-15  1.000000E-30
    431  2.728595154549E-01  1.891368E-15  1.324600E-14  5.659885E-12  7.980977E-06  2.171208E-16  6.133633E-11  2.395755E-15  1.000000E-30
    432  2.763050324764E-01  2.256918E-15  1.603713E-14  6.099187E-12  7.926537E-06  1.582001E-16  3.605322E-11  1.665406E-15  1.000000E-30
    433  2.797281875476E-01  2.668914E-15  1.923291E-14  6.568089E-12  7.868056E-06  1.145536E-16  1.965114E-11  1.078745E-15  1.000000E-30
    434  2.831107064370E-01  3.128594E-15  2.285212E-14  7.065151E-12  7.806169E-06  8.257624E-17  9.889009E-12  6.472049E-16  1.000000E-30
    435  2.863632962154E-01  3.625735E-15  2.682035E-14  7.576599E-12  7.742984E-06  5.979605E-17  4.684854E-12  3.644608E-16  1.000000E-30
    436  2.894106333807E-01  4.146355E-15  3.102747E-14  8.087241E-12  7.680648E-06  4.386761E-17  2.163215E-12  1.983396E-16  1.000000E-30
    437  2.941185503109E-01  5.069203E-15  3.859307E-14  8.939931E-12  7.578641E-06  2.679214E-17  6.018346E-13  7.110109E-17  1.000000E-30
    438  2.983685787405E-01  6.044010E-15  4.670869E-14  9.781104E-12  7.480906E-06  1.690184E-17  1.954790E-13  2.886698E-17  1.000000E-30
    439  3.021949729112E-01  7.054280E-15  5.522965E-14  1.060107E-11  7.388588E-06  1.101748E-17  7.938791E-14  1.419586E-17  1.000000E-30
    440  3.059150641439E-01  8.173666E-15  6.477995E-14  1.145952E-11  7.295131E-06  7.178028E-18  3.630170E-14  7.642469E-18  1.000000E-30
    441  3.094680949786E-01  9.385319E-15  7.522635E-14  1.233993E-11  7.202667E-06  4.711408E-18  1.814165E-14  4.378910E-18  1.000000E-30
    442  3.127856926026E-01  1.065770E-14  8.629998E-14  1.321914E-11  7.113679E-06  3.145883E-18  9.814795E-15  2.611114E-18  1.000000E-30
    443  3.178598433803E-01  1.290354E-14  1.060609E-13  1.467919E-11  6.973014E-06  1.660839E-18  4.051628E-15  1.180927E-18  1.000000E-30
    444  3.224504526026E-01  1.529460E-14  1.273474E-13  1.613088E-11  6.841448E-06  9.110521E-19  1.914583E-15  5.720520E-19  1.000000E-30
    445  3.266870398371E-01  1.785251E-14  1.503478E-13  1.759127E-11  6.716811E-06  5.130249E-19  9.905617E-16  2.894110E-19  1.000000E-30
    446  3.305577136787E-01  2.052699E-14  1.746047E-13  1.903554E-11  6.600558E-06  2.983264E-19  5.520793E-16  1.534815E-19  1.000000E-30
    447  3.362681054783E-01  2.515489E-14  2.169844E-13  2.137621E-11  6.425497E-06  1.298212E-19  2.358358E-16  5.882662E-20  1.000000E-30
    448  3.414589872690E-01  3.018838E-14  2.635425E-13  2.374337E-11  6.263339E-06  5.887491E-20  1.083955E-16  2.396248E-20  1.000000E-30
    449  3.462773530350E-01  3.569307E-14  3.148933E-13  2.616680E-11  6.110816E-06  2.738373E-20  5.195748E-17  1.016468E-20  1.000000E-30
    450  3.508856189623E-01  4.183321E-14  3.725988E-13  2.870877E-11  5.963604E-06  1.278653E-20  2.526818E-17  4.377394E-21  1.000000E-30
    451  3.552628710565E-01  4.858292E-14  4.364523E-13  3.134554E-11  5.822937E-06  6.030572E-21  1.251019E-17  1.926802E-21  1.000000E-30
    452  3.595141079779E-01  5.612220E-14  5.081972E-13  3.413250E-11  5.685865E-06  2.827395E-21  6.208284E-18  8.522402E-22  1.000000E-30
    453  3.636744849418E-01  6.457429E-14  5.890623E-13  3.709446E-11  5.551571E-06  1.310912E-21  3.074793E-18  3.770122E-22  1.000000E-30
    454  3.676260234901E-01  7.372202E-14  6.770087E-13  4.014077E-11  5.424114E-06  6.153417E-22  1.554431E-18  1.711998E-22  1.000000E-30
    455  3.714655117309E-01  8.379443E-14  7.742698E-13  4.333588E-11  5.300562E-06  2.876632E-22  7.912505E-19  7.852129E-23  1.000000E-30
    456  3.752653942304E-01  9.505935E-14  8.834845E-13  4.674430E-11  5.178745E-06  1.320887E-22  4.014473E-19  3.593814E-23  1.000000E-30
    457  3.809506426681E-01  1.146795E-13  1.074609E-12  5.234297E-11  4.997694E-06  3.920170E-23  1.435140E-19  1.101446E-23  1.000000E-30
    458  3.865190953769E-01  1.376524E-13  1.299537E-12  5.846722E-11  4.822190E-06  1.121438E-23  5.211735E-20  3.440788E-24  1.000000E-30
    459  3.928522091207E-01  1.691869E-13  1.609826E-12  6.629674E-11  4.625320E-06  2.496856E-24  1.667744E-20  9.279096E-25  1.000000E-30
    460  3.991093841216E-01  2.071341E-13  1.984988E-12  7.504995E-11  4.434182E-06  5.186822E-25  5.623087E-21  2.642273E-25  1.000000E-30
    461  4.054183851758E-01  2.536464E-13  2.446807E-12  8.503418E-11  4.245315E-06  9.675563E-26  2.007973E-21  7.957294E-26  1.000000E-30
    462  4.147392755742E-01  3.411912E-13  3.320307E-12  1.022404E-10  3.974195E-06  6.789150E-27  5.172125E-22  1.593058E-26  1.000000E-30
    463  4.232199499949E-01  4.454634E-13  4.365801E-12  1.208762E-10  3.736468E-06  4.723320E-28  1.811106E-22  4.432864E-27  1.000000E-30
    464  4.316976825025E-01  5.796664E-13  5.717099E-12  1.428698E-10  3.507945E-06  3.267873E-29  7.438685E-23  1.445790E-27  1.000000E-30
    465  4.393401554526E-01  7.327539E-13  7.263913E-12  1.660805E-10  3.310094E-06  2.696657E-30  3.735833E-23  5.893132E-28  1.000000E-30
    466  4.465935084243E-01  9.125436E-13  9.086379E-12  1.915578E-10  3.129656E-06  1.000000E-30  2.107742E-23  2.724800E-28  1.000000E-30
    467  4.537106765818E-01  1.128273E-12  1.127913E-11  2.203216E-10  2.959646E-06  1.000000E-30  1.280572E-23  1.360374E-28  1.000000E-30
    468  4.602314649238E-01  1.366352E-12  1.370512E-11  2.504209E-10  2.810033E-06  1.000000E-30  8.490896E-24  7.527600E-29  1.000000E-30
    469  4.709552966107E-01  1.859192E-12  1.874245E-11  3.090445E-10  2.576732E-06  1.243549E-30  4.663247E-24  3.063411E-29  1.000000E-30
    470  4.769745726746E-01  2.200980E-12  2.224562E-11  3.477169E-10  2.452657E-06  1.145368E-30  3.445686E-24  1.910392E-29  1.000000E-30
    471  4.828178172001E-01  2.584793E-12  2.618682E-11  3.898469E-10  2.336866E-06  1.000000E-30  2.617662E-24  1.229714E-29  1.000000E-30
    472  4.927188450138E-01  3.368720E-12  3.425603E-11  4.731041E-10  2.150925E-06  1.000000E-30  1.701479E-24  6.022052E-30  1.000000E-30
    473  5.000000000000E-01  4.066987E-12  4.145972E-11  5.453699E-10  2.022209E-06  1.000000E-30  1.267965E-24  3.636725E-30  1.000000E-30
