 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ne19          ne20          ne21          ne22          ne23          ne24          ne25          ne26 
    360  1.656939516385E-01  1.000000E-30  1.261710E-12  7.398115E-13  8.809052E-12  1.759074E-12  7.845631E-12  1.385204E-11  2.216645E-08
    361  1.664404283242E-01  1.000000E-30  1.255057E-12  7.501832E-13  8.972629E-12  1.786522E-12  7.978699E-12  1.406524E-11  2.449208E-08
    362  1.671401020014E-01  1.000000E-30  1.248659E-12  7.602020E-13  9.130680E-12  1.813012E-12  8.107108E-12  1.427090E-11  2.690462E-08
    363  1.682228463170E-01  1.000000E-30  1.238427E-12  7.763261E-13  9.385042E-12  1.855594E-12  8.313476E-12  1.460130E-11  3.114276E-08
    364  1.688914277275E-01  1.000000E-30  1.231892E-12  7.864958E-13  9.546137E-12  1.882466E-12  8.443835E-12  1.480965E-11  3.409642E-08
    365  1.695862681704E-01  1.000000E-30  1.224914E-12  7.972823E-13  9.717405E-12  1.910970E-12  8.582184E-12  1.503055E-11  3.747530E-08
    366  1.708796298676E-01  1.000000E-30  1.211381E-12  8.175220E-13  1.004151E-11  1.964568E-12  8.842917E-12  1.544549E-11  4.469048E-08
    367  1.720689125062E-01  1.000000E-30  1.198265E-12  8.361654E-13  1.034382E-11  2.014108E-12  9.084714E-12  1.582848E-11  5.255030E-08
    368  1.730357271347E-01  1.000000E-30  1.187090E-12  8.509766E-13  1.058805E-11  2.053670E-12  9.278711E-12  1.613386E-11  5.992380E-08
    369  1.739185931198E-01  1.000000E-30  1.176466E-12  8.641628E-13  1.080898E-11  2.089069E-12  9.453064E-12  1.640672E-11  6.753394E-08
    370  1.748109107026E-01  1.000000E-30  1.165302E-12  8.768445E-13  1.102618E-11  2.123369E-12  9.623049E-12  1.667060E-11  7.615262E-08
    371  1.757092013639E-01  1.000000E-30  1.153621E-12  8.889342E-13  1.123829E-11  2.156337E-12  9.787537E-12  1.692371E-11  8.588093E-08
    372  1.765567714958E-01  1.000000E-30  1.142181E-12  8.994203E-13  1.142848E-11  2.185273E-12  9.933272E-12  1.714525E-11  9.610042E-08
    373  1.775373762473E-01  1.000000E-30  1.128431E-12  9.103740E-13  1.163547E-11  2.215954E-12  1.008960E-11  1.737936E-11  1.093198E-07
    374  1.784803688374E-01  1.000000E-30  1.114667E-12  9.194046E-13  1.181707E-11  2.241856E-12  1.022391E-11  1.757596E-11  1.235496E-07
    375  1.795112536071E-01  1.000000E-30  1.098996E-12  9.274566E-13  1.199392E-11  2.265780E-12  1.035108E-11  1.775619E-11  1.409770E-07
    376  1.804824008025E-01  1.000000E-30  1.083607E-12  9.330077E-13  1.213559E-11  2.283373E-12  1.044859E-11  1.788703E-11  1.593076E-07
    377  1.815169070317E-01  1.000000E-30  1.066534E-12  9.366527E-13  1.225813E-11  2.296572E-12  1.052732E-11  1.798278E-11  1.810576E-07
    378  1.825428215499E-01  1.000000E-30  1.048906E-12  9.377143E-13  1.234700E-11  2.303387E-12  1.057677E-11  1.802846E-11  2.050255E-07
    379  1.841355644659E-01  1.000000E-30  1.020203E-12  9.342398E-13  1.241801E-11  2.301300E-12  1.059540E-11  1.800004E-11  2.473681E-07
    380  1.856860183354E-01  1.000000E-30  9.907648E-13  9.247031E-13  1.240465E-11  2.283943E-12  1.054271E-11  1.785245E-11  2.950080E-07
    381  1.870847965371E-01  1.000000E-30  9.630085E-13  9.109734E-13  1.232201E-11  2.255421E-12  1.043529E-11  1.761883E-11  3.437735E-07
    382  1.883699545972E-01  1.000000E-30  9.365706E-13  8.942530E-13  1.218805E-11  2.218833E-12  1.028789E-11  1.732327E-11  3.936195E-07
    383  1.895671856375E-01  1.000000E-30  9.111980E-13  8.753485E-13  1.201499E-11  2.176271E-12  1.011054E-11  1.698199E-11  4.444959E-07
    384  1.907324824205E-01  1.000000E-30  8.858726E-13  8.540691E-13  1.180373E-11  2.127454E-12  9.902756E-12  1.659246E-11  4.981080E-07
    385  1.917913284253E-01  1.000000E-30  8.623771E-13  8.324884E-13  1.157745E-11  2.077286E-12  9.686106E-12  1.619351E-11  5.502544E-07
    386  1.928179034582E-01  1.000000E-30  8.392097E-13  8.096781E-13  1.132845E-11  2.023726E-12  9.452294E-12  1.576868E-11  6.037797E-07
    387  1.939781308337E-01  1.000000E-30  8.126278E-13  7.818991E-13  1.101466E-11  1.957929E-12  9.162394E-12  1.524797E-11  6.675020E-07
    388  1.950365569225E-01  1.000000E-30  7.880738E-13  7.548749E-13  1.070026E-11  1.893433E-12  8.875946E-12  1.473857E-11  7.282529E-07
    389  1.963061656501E-01  1.000000E-30  7.583206E-13  7.206216E-13  1.029107E-11  1.811119E-12  8.507721E-12  1.408964E-11  8.037004E-07
    390  1.975160386553E-01  1.000000E-30  7.297558E-13  6.863519E-13  9.871386E-12  1.728230E-12  8.134395E-12  1.343730E-11  8.772916E-07
    391  1.988970783448E-01  1.000000E-30  6.970182E-13  6.456311E-13  9.361040E-12  1.629139E-12  7.685273E-12  1.265874E-11  9.617779E-07
    392  2.001908516564E-01  1.000000E-30  6.663388E-13  6.062871E-13  8.857266E-12  1.532859E-12  7.246323E-12  1.190345E-11  1.039615E-06
    393  2.023233395230E-01  1.000000E-30  6.160567E-13  5.399468E-13  7.986735E-12  1.369472E-12  6.496400E-12  1.062403E-11  1.159881E-06
    394  2.035207364909E-01  1.000000E-30  5.881339E-13  5.025113E-13  7.484922E-12  1.276759E-12  6.068367E-12  9.899192E-12  1.220062E-06
    395  2.047171141817E-01  1.000000E-30  5.605634E-13  4.654509E-13  6.981198E-12  1.184643E-12  5.641468E-12  9.179781E-12  1.272837E-06
    396  2.061861175315E-01  1.000000E-30  5.272705E-13  4.209844E-13  6.368171E-12  1.073711E-12  5.125360E-12  8.314360E-12  1.325350E-06
    397  2.075162532616E-01  1.000000E-30  4.977606E-13  3.822447E-13  5.826725E-12  9.767225E-13  4.672422E-12  7.558522E-12  1.359329E-06
    398  2.088103947538E-01  1.000000E-30  4.697166E-13  3.463966E-13  5.319754E-12  8.867001E-13  4.250651E-12  6.857618E-12  1.378595E-06
    399  2.102374295066E-01  1.000000E-30  4.396409E-13  3.093787E-13  4.790315E-12  7.934711E-13  3.812503E-12  6.132391E-12  1.383030E-06
    400  2.116254943500E-01  1.000000E-30  4.113164E-13  2.761813E-13  4.310370E-12  7.096336E-13  3.417319E-12  5.480778E-12  1.369987E-06
    401  2.137594200207E-01  1.000000E-30  3.697233E-13  2.308319E-13  3.646626E-12  5.947497E-13  2.873951E-12  4.588744E-12  1.317091E-06
    402  2.149968302441E-01  1.000000E-30  3.467087E-13  2.076682E-13  3.303779E-12  5.359042E-13  2.594764E-12  4.132243E-12  1.269392E-06
    403  2.163578604848E-01  1.000000E-30  3.222664E-13  1.847117E-13  2.961246E-12  4.774688E-13  2.316901E-12  3.679223E-12  1.204121E-06
    404  2.188327022992E-01  1.000000E-30  2.806412E-13  1.491345E-13  2.424386E-12  3.866596E-13  1.883741E-12  2.975877E-12  1.058178E-06
    405  2.210861741802E-01  1.000000E-30  2.460815E-13  1.227107E-13  2.020134E-12  3.189946E-13  1.559734E-12  2.452393E-12  9.058388E-07
    406  2.231360986547E-01  1.000000E-30  2.173496E-13  1.027545E-13  1.711027E-12  2.677466E-13  1.313480E-12  2.056332E-12  7.623656E-07
    407  2.249661932162E-01  1.000000E-30  1.937999E-13  8.766156E-14  1.474606E-12  2.288906E-13  1.126175E-12  1.756329E-12  6.378988E-07
    408  2.266023391923E-01  1.000000E-30  1.743570E-13  7.600070E-14  1.290080E-12  1.988039E-13  9.807226E-13  1.524236E-12  5.339232E-07
    409  2.291569547831E-01  1.000000E-30  1.468858E-13  6.067430E-14  1.044538E-12  1.591565E-13  7.883717E-13  1.218719E-12  3.912869E-07
    410  2.305971902523E-01  1.000000E-30  1.328682E-13  5.334507E-14  9.256676E-13  1.401486E-13  6.958285E-13  1.072404E-12  3.231021E-07
    411  2.319348711247E-01  1.000000E-30  1.207478E-13  4.726407E-14  8.261960E-13  1.243506E-13  6.187237E-13  9.508885E-13  2.678399E-07
    412  2.335360820165E-01  1.000000E-30  1.073263E-13  4.080107E-14  7.195120E-13  1.075299E-13  5.364115E-13  8.216107E-13  2.115307E-07
    413  2.351317971316E-01  1.000000E-30  9.507327E-14  3.514575E-14  6.252247E-13  9.278251E-14  4.640356E-13  7.083679E-13  1.653029E-07
    414  2.376293164755E-01  1.000000E-30  7.801095E-14  2.765730E-14  4.987823E-13  7.320726E-14  3.676103E-13  5.582235E-13  1.100860E-07
    415  2.399259738388E-01  1.000000E-30  6.444348E-14  2.202562E-14  4.022464E-13  5.844390E-14  2.945653E-13  4.451407E-13  7.425827E-08
    416  2.420046682363E-01  1.000000E-30  5.378289E-14  1.780556E-14  3.289073E-13  4.735301E-14  2.394678E-13  3.602938E-13  5.123084E-08
    417  2.451201276448E-01  1.000000E-30  4.042740E-14  1.278429E-14  2.402455E-13  3.411828E-14  1.734093E-13  2.591930E-13  2.868377E-08
    418  2.467564269033E-01  1.000000E-30  3.455654E-14  1.067587E-14  2.024545E-13  2.854601E-14  1.454720E-13  2.166846E-13  2.092975E-08
    419  2.483354027874E-01  1.000000E-30  2.956655E-14  8.934657E-15  1.709363E-13  2.393604E-14  1.222912E-13  1.815490E-13  1.534321E-08
    420  2.499258654919E-01  1.000000E-30  2.515578E-14  7.436997E-15  1.435638E-13  1.996393E-14  1.022603E-13  1.513019E-13  1.115399E-08
    421  2.515152656983E-01  1.000000E-30  2.131080E-14  6.165542E-15  1.201003E-13  1.658580E-14  8.517552E-14  1.256005E-13  8.061964E-09
    422  2.542060864984E-01  1.000000E-30  1.593403E-14  4.446418E-15  8.797046E-14  1.200739E-14  6.193272E-14  9.080775E-14  4.588393E-09
    423  2.556901221114E-01  1.000000E-30  1.350256E-14  3.694302E-15  7.373171E-14  9.999360E-15  5.169975E-14  7.556601E-14  3.339442E-09
    424  2.570805114381E-01  1.000000E-30  1.152425E-14  3.095542E-15  6.229726E-14  8.397975E-15  4.351811E-14  6.342043E-14  2.468787E-09
    425  2.598984391343E-01  1.000000E-30  8.278715E-15  2.142583E-15  4.387157E-14  5.842667E-15  3.041531E-14  4.406145E-14  1.319131E-09
    426  2.622653138568E-01  1.000000E-30  6.209781E-15  1.557739E-15  3.238145E-14  4.268846E-15  2.230798E-14  3.215504E-14  7.685979E-10
    427  2.644885215151E-01  1.000000E-30  4.702517E-15  1.145463E-15  2.416535E-14  3.155572E-15  1.654992E-14  2.374319E-14  4.574133E-10
    428  2.667229470066E-01  1.000000E-30  3.529224E-15  8.345129E-16  1.788075E-14  2.312798E-15  1.217396E-14  1.738277E-14  2.684035E-10
    429  2.687894382327E-01  1.000000E-30  2.688325E-15  6.183403E-16  1.345028E-14  1.724556E-15  9.108137E-15  1.294839E-14  1.621230E-10
    430  2.709436570286E-01  1.000000E-30  2.010658E-15  4.492290E-16  9.935366E-15  1.262348E-15  6.690397E-15  9.467968E-15  9.479931E-11
    431  2.728595154549E-01  1.000000E-30  1.544087E-15  3.361136E-16  7.550919E-15  9.516941E-16  5.059671E-15  7.131250E-15  5.827761E-11
    432  2.763050324764E-01  1.000000E-30  9.475943E-16  1.967184E-16  4.556978E-15  5.661406E-16  3.026777E-15  4.235042E-15  2.374800E-11
    433  2.797281875476E-01  1.000000E-30  5.734661E-16  1.134831E-16  2.720988E-15  3.332864E-16  1.791799E-15  2.488994E-15  9.434320E-12
    434  2.831107064370E-01  1.000000E-30  3.433189E-16  6.474790E-17  1.614209E-15  1.949962E-16  1.054108E-15  1.453847E-15  3.676680E-12
    435  2.863632962154E-01  1.000000E-30  2.063256E-16  3.712768E-17  9.665862E-16  1.152340E-16  6.262318E-16  8.578123E-16  1.445226E-12
    436  2.894106333807E-01  1.000000E-30  1.262137E-16  2.172207E-17  5.927015E-16  6.980372E-17  3.812310E-16  5.188715E-16  5.871938E-13
    437  2.941185503109E-01  1.000000E-30  5.739294E-17  9.215634E-18  2.745083E-16  3.174095E-17  1.746902E-16  2.354251E-16  1.390587E-13
    438  2.983685787405E-01  1.000000E-30  2.733547E-17  4.118016E-18  1.354484E-16  1.541526E-17  8.544173E-17  1.141287E-16  3.616840E-14
    439  3.021949729112E-01  1.000000E-30  1.365354E-17  1.941932E-18  7.124809E-17  8.002976E-18  4.465223E-17  5.917064E-17  1.047622E-14
    440  3.059150641439E-01  1.000000E-30  6.782470E-18  9.120875E-19  3.802034E-17  4.225414E-18  2.373924E-17  3.121612E-17  3.124937E-15
    441  3.094680949786E-01  1.000000E-30  3.393860E-18  4.327706E-19  2.083933E-17  2.301353E-18  1.302745E-17  1.700533E-17  1.011145E-15
    442  3.127856926026E-01  1.000000E-30  1.739827E-18  2.111214E-19  1.188443E-17  1.313213E-18  7.498635E-18  9.721837E-18  3.775332E-16
    443  3.178598433803E-01  1.000000E-30  5.990602E-19  6.743808E-20  5.032784E-18  5.713005E-19  3.326495E-18  4.268296E-18  1.040630E-16
    444  3.224504526026E-01  1.000000E-30  2.176663E-19  2.293633E-20  2.310810E-18  2.850324E-19  1.710380E-18  2.174292E-18  4.332991E-17
    445  3.266870398371E-01  1.000000E-30  8.200436E-20  8.119107E-21  1.121415E-18  1.650492E-19  1.034321E-18  1.303723E-18  2.437157E-17
    446  3.305577136787E-01  1.000000E-30  3.232684E-20  3.028934E-21  5.752476E-19  1.137116E-19  7.491603E-19  9.370306E-19  1.734841E-17
    447  3.362681054783E-01  1.000000E-30  7.647335E-21  6.589140E-22  2.105007E-19  8.537008E-20  6.021399E-19  7.447210E-19  1.396746E-17
    448  3.414589872690E-01  1.000000E-30  1.904081E-21  1.529428E-22  8.200851E-20  8.179593E-20  5.992735E-19  7.337378E-19  1.400750E-17
    449  3.462773530350E-01  1.000000E-30  4.917092E-22  3.678309E-23  3.308264E-20  8.679380E-20  6.476831E-19  7.857378E-19  1.526189E-17
    450  3.508856189623E-01  1.000000E-30  1.242817E-22  8.889444E-24  1.507536E-20  9.564536E-20  7.206096E-19  8.666622E-19  1.711904E-17
    451  3.552628710565E-01  1.000000E-30  3.170811E-23  2.196744E-24  7.396036E-21  1.062189E-19  8.054222E-19  9.608413E-19  1.928777E-17
    452  3.595141079779E-01  1.000000E-30  7.680907E-24  5.401267E-25  3.586767E-21  1.181435E-19  9.004838E-19  1.065968E-18  2.173897E-17
    453  3.636744849418E-01  1.000000E-30  1.858490E-24  1.331936E-25  1.747808E-21  1.313802E-19  1.005890E-18  1.181918E-18  2.448142E-17
    454  3.676260234901E-01  1.000000E-30  4.358020E-25  3.419198E-26  8.707874E-22  1.454496E-19  1.118038E-18  1.304605E-18  2.742701E-17
    455  3.714655117309E-01  1.000000E-30  1.027936E-25  8.939737E-27  4.359146E-22  1.606248E-19  1.239205E-18  1.436452E-18  3.063965E-17
    456  3.752653942304E-01  1.000000E-30  2.310382E-26  2.304001E-27  2.161913E-22  1.772376E-19  1.372095E-18  1.580309E-18  3.419666E-17
    457  3.809506426681E-01  1.000000E-30  2.363152E-27  2.875714E-28  7.310370E-23  2.053988E-19  1.597871E-18  1.823196E-18  4.031368E-17
    458  3.865190953769E-01  1.000000E-30  2.814607E-28  3.489226E-29  2.416866E-23  2.373554E-19  1.854684E-18  2.097541E-18  4.737286E-17
    459  3.928522091207E-01  1.000000E-30  2.257561E-29  2.908972E-30  6.521067E-24  2.798356E-19  2.196765E-18  2.460436E-18  5.692361E-17
    460  3.991093841216E-01  1.000000E-30  4.791770E-30  1.000000E-30  1.779490E-24  3.293348E-19  2.595989E-18  2.881081E-18  6.825617E-17
    461  4.054183851758E-01  1.000000E-30  4.792398E-30  1.000000E-30  5.977747E-25  3.882013E-19  3.071190E-18  3.378676E-18  8.197236E-17
    462  4.147392755742E-01  1.000000E-30  4.428354E-30  1.000000E-30  3.513390E-25  4.951788E-19  3.934985E-18  4.276987E-18  1.074367E-16
    463  4.232199499949E-01  1.000000E-30  3.348708E-30  1.000000E-30  4.081598E-25  6.182835E-19  4.927850E-18  5.302683E-18  1.374001E-16
    464  4.316976825025E-01  1.000000E-30  4.736911E-30  1.000000E-30  5.144344E-25  7.723808E-19  6.167777E-18  6.577088E-18  1.756562E-16
    465  4.393401554526E-01  1.000000E-30  4.972645E-29  1.645887E-30  6.372049E-25  9.444944E-19  7.548039E-18  7.990486E-18  2.191130E-16
    466  4.465935084243E-01  1.000000E-30  3.552160E-30  1.000000E-30  7.804616E-25  1.143825E-18  9.139642E-18  9.616218E-18  2.701421E-16
    467  4.537106765818E-01  1.000000E-30  3.325110E-29  1.213482E-30  9.520824E-25  1.381026E-18  1.102412E-17  1.153828E-17  3.315699E-16
    468  4.602314649238E-01  1.000000E-30  9.748383E-29  1.937765E-30  1.141958E-24  1.642165E-18  1.308705E-17  1.364104E-17  3.998072E-16
    469  4.709552966107E-01  1.000000E-30  1.970196E-28  2.895716E-30  1.539353E-24  2.185914E-18  1.734581E-17  1.798374E-17  5.430780E-16
    470  4.769745726746E-01  1.000000E-30  2.158602E-28  3.793737E-30  1.819838E-24  2.568419E-18  2.031388E-17  2.101474E-17  6.443059E-16
    471  4.828178172001E-01  1.000000E-30  2.735011E-28  4.400229E-30  2.140830E-24  3.005228E-18  2.367858E-17  2.445662E-17  7.599746E-16
    472  4.927188450138E-01  1.000000E-30  4.695192E-28  8.615055E-30  2.819049E-24  3.926493E-18  3.069789E-17  3.165977E-17  1.003166E-15
    473  5.000000000000E-01  1.000000E-30  3.673162E-28  5.530961E-30  3.451194E-24  4.784942E-18  3.715632E-17  3.831652E-17  1.227906E-15
