                                                      NUCLIDE ABUNDANCE YIELDS
                                                      ------- --------- ------


 Computational parameters:
   cy = 0.300/  ct = 0.030/  initial temp = 8.48E-02/  final temp = 1.00E-02/  smallest abundances allowed = 1.00E-25
 Model parameters:
   g =  1.00/  tau = 885.70/  # nu =  3.00/  lambda =  0.000E+00/  xi-e =  0.000E+00/  xi-m =  0.000E+00/  xi-t =  0.000E+00

    SumX         time        N          P            D          T          He3          He4          Li7       Li8       N14       Fe56
 8.480E-02   6.366E+00   3.885E-16   7.339E-22   1.000E-25   6.852E-09   1.351E-14   2.020E-11   1.000E-25   1.082E-13   1.157E-06
 8.480E-02   6.378E+00   3.881E-16   7.317E-22   1.000E-25   6.871E-09   1.355E-14   2.024E-11   1.000E-25   1.083E-13   1.157E-06
 8.480E-02   6.390E+00   3.877E-16   7.295E-22   1.000E-25   6.889E-09   1.359E-14   2.028E-11   1.000E-25   1.085E-13   1.157E-06
 8.480E-02   6.401E+00   3.874E-16   7.273E-22   1.000E-25   6.907E-09   1.362E-14   2.031E-11   1.000E-25   1.087E-13   1.157E-06
 8.480E-02   6.413E+00   3.871E-16   7.251E-22   1.000E-25   6.926E-09   1.366E-14   2.035E-11   1.000E-25   1.088E-13   1.157E-06
 8.480E-02   6.424E+00   3.867E-16   7.230E-22   1.000E-25   6.944E-09   1.369E-14   2.039E-11   1.000E-25   1.090E-13   1.157E-06
 8.480E-02   6.436E+00   3.864E-16   7.208E-22   1.000E-25   6.962E-09   1.373E-14   2.043E-11   1.000E-25   1.091E-13   1.157E-06
 8.480E-02   6.448E+00   3.861E-16   7.187E-22   1.000E-25   6.981E-09   1.377E-14   2.047E-11   1.000E-25   1.093E-13   1.157E-06
 8.480E-02   6.459E+00   3.858E-16   7.165E-22   1.000E-25   6.999E-09   1.380E-14   2.050E-11   1.000E-25   1.094E-13   1.157E-06
 8.480E-02   6.471E+00   3.854E-16   7.144E-22   1.000E-25   7.017E-09   1.384E-14   2.054E-11   1.000E-25   1.096E-13   1.157E-06
 8.480E-02   6.482E+00   3.851E-16   7.123E-22   1.000E-25   7.036E-09   1.388E-14   2.058E-11   1.000E-25   1.097E-13   1.157E-06
 8.480E-02   6.494E+00   3.847E-16   7.101E-22   1.000E-25   7.054E-09   1.391E-14   2.061E-11   1.000E-25   1.099E-13   1.157E-06
 8.480E-02   6.505E+00   3.843E-16   7.080E-22   1.000E-25   7.072E-09   1.395E-14   2.065E-11   1.000E-25   1.100E-13   1.157E-06
 8.480E-02   6.517E+00   3.840E-16   7.059E-22   1.000E-25   7.091E-09   1.398E-14   2.068E-11   1.000E-25   1.102E-13   1.157E-06
 8.480E-02   6.529E+00   3.837E-16   7.038E-22   1.000E-25   7.109E-09   1.402E-14   2.071E-11   1.000E-25   1.103E-13   1.157E-06
 8.480E-02   6.540E+00   3.833E-16   7.017E-22   1.000E-25   7.127E-09   1.406E-14   2.075E-11   1.000E-25   1.104E-13   1.157E-06
 8.480E-02   6.552E+00   3.830E-16   6.996E-22   1.000E-25   7.146E-09   1.409E-14   2.078E-11   1.000E-25   1.106E-13   1.157E-06
 8.480E-02   6.563E+00   3.827E-16   6.975E-22   1.000E-25   7.164E-09   1.413E-14   2.082E-11   1.000E-25   1.107E-13   1.157E-06
 8.480E-02   6.575E+00   3.823E-16   6.955E-22   1.000E-25   7.182E-09   1.416E-14   2.085E-11   1.000E-25   1.108E-13   1.157E-06
 8.480E-02   6.587E+00   3.819E-16   6.934E-22   1.000E-25   7.199E-09   1.420E-14   2.088E-11   1.000E-25   1.110E-13   1.157E-06
 8.480E-02   6.598E+00   3.815E-16   6.913E-22   1.000E-25   7.216E-09   1.423E-14   2.092E-11   1.000E-25   1.111E-13   1.157E-06
 8.480E-02   6.610E+00   3.811E-16   6.893E-22   1.000E-25   7.233E-09   1.427E-14   2.095E-11   1.000E-25   1.112E-13   1.157E-06
 8.480E-02   6.621E+00   3.807E-16   6.872E-22   1.000E-25   7.251E-09   1.430E-14   2.098E-11   1.000E-25   1.114E-13   1.157E-06
 8.480E-02   6.633E+00   3.803E-16   6.852E-22   1.000E-25   7.268E-09   1.433E-14   2.102E-11   1.000E-25   1.115E-13   1.157E-06
 8.480E-02   6.644E+00   3.799E-16   6.831E-22   1.000E-25   7.285E-09   1.437E-14   2.105E-11   1.000E-25   1.116E-13   1.157E-06
 8.480E-02   6.656E+00   3.796E-16   6.811E-22   1.000E-25   7.303E-09   1.440E-14   2.109E-11   1.000E-25   1.118E-13   1.157E-06
 8.480E-02   6.668E+00   3.792E-16   6.791E-22   1.000E-25   7.320E-09   1.444E-14   2.112E-11   1.000E-25   1.119E-13   1.157E-06
 8.480E-02   6.679E+00   3.788E-16   6.771E-22   1.000E-25   7.337E-09   1.447E-14   2.115E-11   1.000E-25   1.120E-13   1.157E-06
 8.480E-02   6.691E+00   3.785E-16   6.750E-22   1.000E-25   7.354E-09   1.450E-14   2.119E-11   1.000E-25   1.122E-13   1.157E-06
 8.480E-02   6.702E+00   3.781E-16   6.730E-22   1.000E-25   7.372E-09   1.454E-14   2.122E-11   1.000E-25   1.123E-13   1.157E-06
 8.480E-02   6.714E+00   3.777E-16   6.710E-22   1.000E-25   7.389E-09   1.457E-14   2.125E-11   1.000E-25   1.124E-13   1.157E-06
 8.480E-02   6.726E+00   3.773E-16   6.690E-22   1.000E-25   7.406E-09   1.461E-14   2.129E-11   1.000E-25   1.126E-13   1.157E-06
 8.480E-02   6.737E+00   3.769E-16   6.671E-22   1.000E-25   7.423E-09   1.464E-14   2.132E-11   1.000E-25   1.127E-13   1.157E-06
 8.480E-02   6.749E+00   3.765E-16   6.651E-22   1.000E-25   7.441E-09   1.467E-14   2.135E-11   1.000E-25   1.128E-13   1.157E-06
 8.480E-02   6.760E+00   3.761E-16   6.631E-22   1.000E-25   7.458E-09   1.471E-14   2.139E-11   1.000E-25   1.129E-13   1.157E-06
 8.480E-02   6.772E+00   3.757E-16   6.611E-22   1.000E-25   7.475E-09   1.474E-14   2.142E-11   1.000E-25   1.131E-13   1.157E-06
 8.480E-02   6.784E+00   3.753E-16   6.592E-22   1.000E-25   7.492E-09   1.478E-14   2.145E-11   1.000E-25   1.132E-13   1.157E-06
 8.480E-02   6.795E+00   3.750E-16   6.572E-22   1.000E-25   7.510E-09   1.481E-14   2.149E-11   1.000E-25   1.133E-13   1.157E-06
 8.480E-02   6.807E+00   3.746E-16   6.553E-22   1.000E-25   7.527E-09   1.484E-14   2.152E-11   1.000E-25   1.135E-13   1.157E-06
 8.480E-02   6.818E+00   3.742E-16   6.533E-22   1.000E-25   7.544E-09   1.488E-14   2.155E-11   1.000E-25   1.136E-13   1.157E-06
 8.480E-02   6.830E+00   3.739E-16   6.514E-22   1.000E-25   7.562E-09   1.491E-14   2.158E-11   1.000E-25   1.137E-13   1.157E-06
 8.480E-02   6.841E+00   3.735E-16   6.494E-22   1.000E-25   7.579E-09   1.495E-14   2.161E-11   1.000E-25   1.138E-13   1.157E-06
 8.480E-02   6.853E+00   3.731E-16   6.475E-22   1.000E-25   7.596E-09   1.498E-14   2.164E-11   1.000E-25   1.139E-13   1.157E-06
 8.480E-02   6.865E+00   3.727E-16   6.456E-22   1.000E-25   7.613E-09   1.501E-14   2.167E-11   1.000E-25   1.140E-13   1.157E-06
 8.480E-02   6.876E+00   3.723E-16   6.437E-22   1.000E-25   7.631E-09   1.505E-14   2.170E-11   1.000E-25   1.141E-13   1.157E-06
 8.480E-02   6.888E+00   3.719E-16   6.418E-22   1.000E-25   7.648E-09   1.508E-14   2.173E-11   1.000E-25   1.142E-13   1.157E-06
 8.480E-02   6.899E+00   3.715E-16   6.399E-22   1.000E-25   7.665E-09   1.512E-14   2.176E-11   1.000E-25   1.143E-13   1.157E-06
 8.480E-02   6.911E+00   3.711E-16   6.380E-22   1.000E-25   7.682E-09   1.515E-14   2.179E-11   1.000E-25   1.144E-13   1.157E-06
 8.480E-02   6.923E+00   3.707E-16   6.361E-22   1.000E-25   7.700E-09   1.518E-14   2.182E-11   1.000E-25   1.145E-13   1.157E-06
 8.480E-02   6.934E+00   3.704E-16   6.342E-22   1.000E-25   7.717E-09   1.522E-14   2.185E-11   1.000E-25   1.146E-13   1.157E-06
 8.480E-02   6.946E+00   3.700E-16   6.323E-22   1.000E-25   7.734E-09   1.525E-14   2.188E-11   1.000E-25   1.147E-13   1.157E-06
 8.480E-02   6.957E+00   3.697E-16   6.304E-22   1.000E-25   7.751E-09   1.529E-14   2.191E-11   1.000E-25   1.148E-13   1.157E-06
 8.480E-02   6.969E+00   3.693E-16   6.286E-22   1.000E-25   7.769E-09   1.532E-14   2.194E-11   1.000E-25   1.149E-13   1.157E-06
 8.480E-02   6.981E+00   3.689E-16   6.267E-22   1.000E-25   7.786E-09   1.535E-14   2.197E-11   1.000E-25   1.151E-13   1.157E-06
 8.480E-02   6.992E+00   3.686E-16   6.248E-22   1.000E-25   7.803E-09   1.539E-14   2.200E-11   1.000E-25   1.152E-13   1.157E-06
 8.480E-02   7.004E+00   3.682E-16   6.230E-22   1.000E-25   7.821E-09   1.542E-14   2.203E-11   1.000E-25   1.153E-13   1.157E-06
 8.480E-02   7.015E+00   3.678E-16   6.211E-22   1.000E-25   7.838E-09   1.546E-14   2.205E-11   1.000E-25   1.154E-13   1.157E-06
 8.480E-02   7.027E+00   3.674E-16   6.193E-22   1.000E-25   7.855E-09   1.549E-14   2.208E-11   1.000E-25   1.155E-13   1.157E-06
 8.480E-02   7.038E+00   3.670E-16   6.175E-22   1.000E-25   7.872E-09   1.553E-14   2.211E-11   1.000E-25   1.156E-13   1.157E-06
 8.480E-02   7.050E+00   3.666E-16   6.156E-22   1.000E-25   7.890E-09   1.556E-14   2.214E-11   1.000E-25   1.157E-13   1.157E-06
 8.480E-02   7.062E+00   3.662E-16   6.138E-22   1.000E-25   7.907E-09   1.559E-14   2.217E-11   1.000E-25   1.158E-13   1.157E-06
 8.480E-02   7.073E+00   3.658E-16   6.120E-22   1.000E-25   7.924E-09   1.563E-14   2.220E-11   1.000E-25   1.159E-13   1.157E-06
 8.480E-02   7.085E+00   3.654E-16   6.102E-22   1.000E-25   7.941E-09   1.566E-14   2.223E-11   1.000E-25   1.160E-13   1.157E-06
 8.480E-02   7.096E+00   3.651E-16   6.084E-22   1.000E-25   7.959E-09   1.570E-14   2.226E-11   1.000E-25   1.161E-13   1.157E-06
 8.480E-02   7.108E+00   3.647E-16   6.066E-22   1.000E-25   7.974E-09   1.573E-14   2.229E-11   1.000E-25   1.162E-13   1.157E-06
 8.480E-02   7.120E+00   3.642E-16   6.048E-22   1.000E-25   7.989E-09   1.576E-14   2.232E-11   1.000E-25   1.163E-13   1.157E-06
 8.480E-02   7.131E+00   3.638E-16   6.030E-22   1.000E-25   8.004E-09   1.579E-14   2.235E-11   1.000E-25   1.164E-13   1.157E-06
 8.480E-02   7.143E+00   3.633E-16   6.012E-22   1.000E-25   8.019E-09   1.581E-14   2.238E-11   1.000E-25   1.165E-13   1.157E-06
 8.480E-02   7.154E+00   3.629E-16   5.994E-22   1.000E-25   8.034E-09   1.584E-14   2.241E-11   1.000E-25   1.166E-13   1.157E-06
 8.480E-02   7.166E+00   3.624E-16   5.977E-22   1.000E-25   8.050E-09   1.587E-14   2.244E-11   1.000E-25   1.167E-13   1.157E-06
 8.480E-02   7.177E+00   3.619E-16   5.959E-22   1.000E-25   8.065E-09   1.590E-14   2.247E-11   1.000E-25   1.168E-13   1.157E-06
 8.480E-02   7.189E+00   3.614E-16   5.941E-22   1.000E-25   8.080E-09   1.593E-14   2.249E-11   1.000E-25   1.169E-13   1.157E-06
 8.480E-02   7.201E+00   3.610E-16   5.924E-22   1.000E-25   8.095E-09   1.596E-14   2.252E-11   1.000E-25   1.170E-13   1.157E-06
 8.480E-02   7.212E+00   3.605E-16   5.906E-22   1.000E-25   8.110E-09   1.599E-14   2.254E-11   1.000E-25   1.171E-13   1.157E-06
 8.480E-02   7.224E+00   3.600E-16   5.889E-22   1.000E-25   8.125E-09   1.602E-14   2.257E-11   1.000E-25   1.172E-13   1.157E-06
 8.480E-02   7.235E+00   3.595E-16   5.871E-22   1.000E-25   8.140E-09   1.605E-14   2.259E-11   1.000E-25   1.172E-13   1.157E-06
 8.480E-02   7.247E+00   3.590E-16   5.854E-22   1.000E-25   8.155E-09   1.608E-14   2.262E-11   1.000E-25   1.173E-13   1.157E-06
 8.480E-02   7.259E+00   3.586E-16   5.837E-22   1.000E-25   8.170E-09   1.611E-14   2.264E-11   1.000E-25   1.174E-13   1.157E-06
 8.480E-02   7.270E+00   3.582E-16   5.820E-22   1.000E-25   8.186E-09   1.614E-14   2.267E-11   1.000E-25   1.175E-13   1.157E-06
 8.480E-02   7.282E+00   3.577E-16   5.802E-22   1.000E-25   8.201E-09   1.617E-14   2.269E-11   1.000E-25   1.176E-13   1.157E-06
 8.480E-02   7.293E+00   3.573E-16   5.785E-22   1.000E-25   8.216E-09   1.620E-14   2.272E-11   1.000E-25   1.176E-13   1.157E-06
 8.480E-02   7.305E+00   3.569E-16   5.768E-22   1.000E-25   8.231E-09   1.623E-14   2.274E-11   1.000E-25   1.177E-13   1.157E-06
 8.480E-02   7.317E+00   3.564E-16   5.751E-22   1.000E-25   8.246E-09   1.626E-14   2.277E-11   1.000E-25   1.178E-13   1.157E-06
 8.480E-02   7.328E+00   3.560E-16   5.734E-22   1.000E-25   8.261E-09   1.629E-14   2.279E-11   1.000E-25   1.179E-13   1.157E-06
 8.480E-02   7.340E+00   3.555E-16   5.717E-22   1.000E-25   8.276E-09   1.632E-14   2.282E-11   1.000E-25   1.179E-13   1.157E-06
 8.480E-02   7.351E+00   3.551E-16   5.700E-22   1.000E-25   8.291E-09   1.635E-14   2.285E-11   1.000E-25   1.180E-13   1.157E-06
 8.480E-02   7.363E+00   3.546E-16   5.684E-22   1.000E-25   8.306E-09   1.638E-14   2.287E-11   1.000E-25   1.181E-13   1.157E-06
 8.480E-02   7.374E+00   3.542E-16   5.667E-22   1.000E-25   8.321E-09   1.641E-14   2.290E-11   1.000E-25   1.182E-13   1.157E-06
 8.480E-02   7.386E+00   3.537E-16   5.650E-22   1.000E-25   8.337E-09   1.644E-14   2.292E-11   1.000E-25   1.183E-13   1.157E-06
 8.480E-02   7.398E+00   3.532E-16   5.634E-22   1.000E-25   8.352E-09   1.647E-14   2.295E-11   1.000E-25   1.183E-13   1.157E-06
 8.480E-02   7.409E+00   3.527E-16   5.617E-22   1.000E-25   8.367E-09   1.650E-14   2.297E-11   1.000E-25   1.184E-13   1.157E-06
 8.480E-02   7.421E+00   3.523E-16   5.600E-22   1.000E-25   8.382E-09   1.653E-14   2.300E-11   1.000E-25   1.185E-13   1.157E-06
 8.480E-02   7.432E+00   3.518E-16   5.584E-22   1.000E-25   8.397E-09   1.656E-14   2.302E-11   1.000E-25   1.186E-13   1.157E-06
 8.480E-02   7.444E+00   3.514E-16   5.569E-22   1.000E-25   8.412E-09   1.659E-14   2.305E-11   1.000E-25   1.186E-13   1.157E-06
 8.480E-02   7.456E+00   3.510E-16   5.555E-22   1.000E-25   8.427E-09   1.662E-14   2.307E-11   1.000E-25   1.187E-13   1.157E-06
 8.480E-02   7.467E+00   3.507E-16   5.540E-22   1.000E-25   8.442E-09   1.665E-14   2.310E-11   1.000E-25   1.188E-13   1.157E-06
 8.480E-02   7.479E+00   3.503E-16   5.525E-22   1.000E-25   8.457E-09   1.668E-14   2.312E-11   1.000E-25   1.188E-13   1.157E-06
 8.480E-02   7.490E+00   3.499E-16   5.511E-22   1.000E-25   8.473E-09   1.671E-14   2.315E-11   1.000E-25   1.189E-13   1.157E-06
 8.480E-02   7.502E+00   3.496E-16   5.496E-22   1.000E-25   8.488E-09   1.674E-14   2.317E-11   1.000E-25   1.190E-13   1.157E-06
 8.480E-02   7.514E+00   3.492E-16   5.482E-22   1.000E-25   8.503E-09   1.677E-14   2.320E-11   1.000E-25   1.190E-13   1.157E-06
 8.480E-02   7.525E+00   3.488E-16   5.467E-22   1.000E-25   8.518E-09   1.680E-14   2.322E-11   1.000E-25   1.191E-13   1.157E-06
 8.480E-02   7.537E+00   3.484E-16   5.453E-22   1.000E-25   8.533E-09   1.683E-14   2.325E-11   1.000E-25   1.192E-13   1.157E-06
 8.480E-02   7.548E+00   3.480E-16   5.438E-22   1.000E-25   8.548E-09   1.686E-14   2.328E-11   1.000E-25   1.192E-13   1.157E-06
 8.480E-02   7.560E+00   3.476E-16   5.424E-22   1.000E-25   8.563E-09   1.689E-14   2.330E-11   1.000E-25   1.193E-13   1.157E-06
 8.480E-02   7.571E+00   3.473E-16   5.410E-22   1.000E-25   8.578E-09   1.692E-14   2.332E-11   1.000E-25   1.193E-13   1.157E-06
 8.480E-02   7.583E+00   3.468E-16   5.395E-22   1.000E-25   8.593E-09   1.695E-14   2.335E-11   1.000E-25   1.194E-13   1.157E-06
 8.480E-02   7.595E+00   3.464E-16   5.381E-22   1.000E-25   8.609E-09   1.698E-14   2.337E-11   1.000E-25   1.194E-13   1.157E-06
 8.480E-02   7.606E+00   3.460E-16   5.367E-22   1.000E-25   8.624E-09   1.701E-14   2.339E-11   1.000E-25   1.194E-13   1.157E-06
 8.480E-02   7.618E+00   3.456E-16   5.353E-22   1.000E-25   8.639E-09   1.704E-14   2.341E-11   1.000E-25   1.195E-13   1.157E-06
 8.480E-02   7.629E+00   3.452E-16   5.339E-22   1.000E-25   8.654E-09   1.707E-14   2.343E-11   1.000E-25   1.195E-13   1.157E-06
 8.480E-02   7.641E+00   3.449E-16   5.325E-22   1.000E-25   8.669E-09   1.710E-14   2.345E-11   1.000E-25   1.195E-13   1.157E-06
 8.480E-02   7.653E+00   3.445E-16   5.311E-22   1.000E-25   8.684E-09   1.713E-14   2.347E-11   1.000E-25   1.196E-13   1.157E-06
 8.480E-02   7.664E+00   3.442E-16   5.297E-22   1.000E-25   8.699E-09   1.716E-14   2.349E-11   1.000E-25   1.196E-13   1.157E-06
 8.480E-02   7.676E+00   3.438E-16   5.283E-22   1.000E-25   8.714E-09   1.719E-14   2.351E-11   1.000E-25   1.196E-13   1.157E-06
 8.480E-02   7.687E+00   3.435E-16   5.269E-22   1.000E-25   8.729E-09   1.722E-14   2.354E-11   1.000E-25   1.197E-13   1.157E-06
 8.480E-02   7.699E+00   3.431E-16   5.255E-22   1.000E-25   8.744E-09   1.725E-14   2.356E-11   1.000E-25   1.197E-13   1.157E-06
 8.480E-02   7.710E+00   3.428E-16   5.241E-22   1.000E-25   8.760E-09   1.727E-14   2.358E-11   1.000E-25   1.197E-13   1.157E-06
 8.480E-02   7.722E+00   3.424E-16   5.228E-22   1.000E-25   8.775E-09   1.730E-14   2.360E-11   1.000E-25   1.198E-13   1.157E-06
 8.480E-02   7.734E+00   3.421E-16   5.214E-22   1.000E-25   8.790E-09   1.733E-14   2.362E-11   1.000E-25   1.198E-13   1.157E-06
 8.480E-02   7.745E+00   3.417E-16   5.200E-22   1.000E-25   8.805E-09   1.736E-14   2.364E-11   1.000E-25   1.198E-13   1.157E-06
 8.480E-02   7.757E+00   3.413E-16   5.187E-22   1.000E-25   8.820E-09   1.739E-14   2.366E-11   1.000E-25   1.199E-13   1.157E-06
 8.480E-02   7.768E+00   3.409E-16   5.173E-22   1.000E-25   8.835E-09   1.742E-14   2.368E-11   1.000E-25   1.199E-13   1.157E-06
 8.480E-02   7.780E+00   3.406E-16   5.159E-22   1.000E-25   8.850E-09   1.745E-14   2.370E-11   1.000E-25   1.199E-13   1.157E-06
 8.480E-02   7.792E+00   3.402E-16   5.146E-22   1.000E-25   8.865E-09   1.748E-14   2.373E-11   1.000E-25   1.200E-13   1.157E-06
 8.480E-02   7.803E+00   3.398E-16   5.132E-22   1.000E-25   8.880E-09   1.751E-14   2.375E-11   1.000E-25   1.200E-13   1.157E-06
 8.480E-02   7.815E+00   3.394E-16   5.119E-22   1.000E-25   8.896E-09   1.754E-14   2.377E-11   1.000E-25   1.200E-13   1.157E-06
 8.480E-02   7.826E+00   3.390E-16   5.106E-22   1.000E-25   8.910E-09   1.757E-14   2.379E-11   1.000E-25   1.201E-13   1.157E-06
 8.480E-02   7.838E+00   3.385E-16   5.092E-22   1.000E-25   8.923E-09   1.760E-14   2.381E-11   1.000E-25   1.201E-13   1.157E-06
 8.480E-02   7.850E+00   3.381E-16   5.079E-22   1.000E-25   8.936E-09   1.762E-14   2.383E-11   1.000E-25   1.201E-13   1.157E-06
 8.480E-02   7.861E+00   3.377E-16   5.066E-22   1.000E-25   8.949E-09   1.765E-14   2.385E-11   1.000E-25   1.202E-13   1.157E-06
 8.480E-02   7.873E+00   3.372E-16   5.052E-22   1.000E-25   8.962E-09   1.767E-14   2.387E-11   1.000E-25   1.202E-13   1.157E-06
 8.480E-02   7.884E+00   3.368E-16   5.039E-22   1.000E-25   8.975E-09   1.770E-14   2.389E-11   1.000E-25   1.202E-13   1.157E-06
 8.480E-02   7.896E+00   3.363E-16   5.026E-22   1.000E-25   8.988E-09   1.772E-14   2.391E-11   1.000E-25   1.203E-13   1.157E-06
 8.480E-02   7.907E+00   3.359E-16   5.013E-22   1.000E-25   9.001E-09   1.775E-14   2.394E-11   1.000E-25   1.203E-13   1.157E-06
 8.480E-02   7.919E+00   3.355E-16   5.000E-22   1.000E-25   9.013E-09   1.778E-14   2.396E-11   1.000E-25   1.203E-13   1.157E-06
 8.480E-02   7.931E+00   3.351E-16   4.987E-22   1.000E-25   9.026E-09   1.780E-14   2.398E-11   1.000E-25   1.204E-13   1.157E-06
 8.480E-02   7.942E+00   3.347E-16   4.974E-22   1.000E-25   9.039E-09   1.783E-14   2.400E-11   1.000E-25   1.204E-13   1.157E-06
 8.480E-02   7.954E+00   3.343E-16   4.961E-22   1.000E-25   9.052E-09   1.785E-14   2.402E-11   1.000E-25   1.204E-13   1.157E-06
 8.480E-02   7.965E+00   3.338E-16   4.948E-22   1.000E-25   9.065E-09   1.788E-14   2.404E-11   1.000E-25   1.205E-13   1.157E-06
 8.480E-02   7.977E+00   3.334E-16   4.935E-22   1.000E-25   9.078E-09   1.790E-14   2.406E-11   1.000E-25   1.205E-13   1.157E-06
 8.480E-02   7.989E+00   3.330E-16   4.922E-22   1.000E-25   9.091E-09   1.793E-14   2.408E-11   1.000E-25   1.205E-13   1.157E-06
 8.480E-02   8.000E+00   3.326E-16   4.909E-22   1.000E-25   9.104E-09   1.795E-14   2.410E-11   1.000E-25   1.206E-13   1.157E-06
 8.480E-02   8.012E+00   3.321E-16   4.896E-22   1.000E-25   9.117E-09   1.798E-14   2.413E-11   1.000E-25   1.206E-13   1.157E-06
 8.480E-02   8.023E+00   3.317E-16   4.884E-22   1.000E-25   9.130E-09   1.801E-14   2.415E-11   1.000E-25   1.206E-13   1.157E-06
 8.480E-02   8.035E+00   3.313E-16   4.871E-22   1.000E-25   9.143E-09   1.803E-14   2.416E-11   1.000E-25   1.207E-13   1.157E-06
 8.480E-02   8.047E+00   3.309E-16   4.858E-22   1.000E-25   9.156E-09   1.806E-14   2.418E-11   1.000E-25   1.207E-13   1.157E-06
 8.480E-02   8.058E+00   3.305E-16   4.846E-22   1.000E-25   9.169E-09   1.808E-14   2.420E-11   1.000E-25   1.207E-13   1.157E-06
 8.480E-02   8.070E+00   3.301E-16   4.833E-22   1.000E-25   9.182E-09   1.811E-14   2.422E-11   1.000E-25   1.207E-13   1.157E-06
 8.480E-02   8.081E+00   3.297E-16   4.820E-22   1.000E-25   9.195E-09   1.813E-14   2.423E-11   1.000E-25   1.207E-13   1.157E-06
 8.480E-02   8.093E+00   3.293E-16   4.808E-22   1.000E-25   9.208E-09   1.816E-14   2.425E-11   1.000E-25   1.207E-13   1.157E-06
 8.480E-02   8.104E+00   3.289E-16   4.795E-22   1.000E-25   9.221E-09   1.818E-14   2.427E-11   1.000E-25   1.207E-13   1.157E-06
 8.480E-02   8.116E+00   3.285E-16   4.783E-22   1.000E-25   9.234E-09   1.821E-14   2.428E-11   1.000E-25   1.207E-13   1.157E-06
 8.480E-02   8.128E+00   3.281E-16   4.770E-22   1.000E-25   9.247E-09   1.824E-14   2.430E-11   1.000E-25   1.207E-13   1.157E-06
 8.480E-02   8.139E+00   3.276E-16   4.758E-22   1.000E-25   9.260E-09   1.826E-14   2.432E-11   1.000E-25   1.208E-13   1.157E-06
 8.480E-02   8.151E+00   3.272E-16   4.746E-22   1.000E-25   9.272E-09   1.829E-14   2.433E-11   1.000E-25   1.208E-13   1.157E-06
 8.480E-02   8.162E+00   3.268E-16   4.733E-22   1.000E-25   9.285E-09   1.831E-14   2.435E-11   1.000E-25   1.208E-13   1.157E-06
 8.480E-02   8.174E+00   3.264E-16   4.721E-22   1.000E-25   9.298E-09   1.834E-14   2.437E-11   1.000E-25   1.208E-13   1.157E-06
 8.480E-02   8.186E+00   3.261E-16   4.709E-22   1.000E-25   9.311E-09   1.836E-14   2.438E-11   1.000E-25   1.208E-13   1.157E-06
 8.480E-02   8.197E+00   3.257E-16   4.697E-22   1.000E-25   9.324E-09   1.839E-14   2.440E-11   1.000E-25   1.208E-13   1.157E-06
 8.480E-02   8.209E+00   3.253E-16   4.684E-22   1.000E-25   9.337E-09   1.841E-14   2.442E-11   1.000E-25   1.208E-13   1.157E-06
 8.480E-02   8.220E+00   3.249E-16   4.672E-22   1.000E-25   9.350E-09   1.844E-14   2.443E-11   1.000E-25   1.208E-13   1.157E-06
 8.480E-02   8.232E+00   3.245E-16   4.660E-22   1.000E-25   9.363E-09   1.847E-14   2.445E-11   1.000E-25   1.208E-13   1.157E-06
 8.480E-02   8.244E+00   3.241E-16   4.648E-22   1.000E-25   9.376E-09   1.849E-14   2.447E-11   1.000E-25   1.208E-13   1.157E-06
 8.480E-02   8.255E+00   3.237E-16   4.636E-22   1.000E-25   9.389E-09   1.852E-14   2.449E-11   1.000E-25   1.208E-13   1.157E-06
 8.480E-02   8.267E+00   3.233E-16   4.624E-22   1.000E-25   9.402E-09   1.854E-14   2.450E-11   1.000E-25   1.208E-13   1.157E-06
 8.480E-02   8.278E+00   3.229E-16   4.612E-22   1.000E-25   9.415E-09   1.857E-14   2.452E-11   1.000E-25   1.208E-13   1.157E-06
 8.480E-02   8.290E+00   3.225E-16   4.600E-22   1.000E-25   9.428E-09   1.859E-14   2.454E-11   1.000E-25   1.208E-13   1.157E-06
 8.480E-02   8.301E+00   3.221E-16   4.588E-22   1.000E-25   9.441E-09   1.862E-14   2.455E-11   1.000E-25   1.208E-13   1.157E-06
